Interpreta
idObra;idActor;idPersonaje
1754;13466;1945
1754;14175;5
1754;14879;1949
1754;15713;1950
1754;15723;766
1754;16684;1951
1754;17289;1952
1754;17689;803
1754;18135;1953
1754;20194;1954
1754;22461;1955
1754;22992;11
1754;23941;1956
1754;27270;1957
1754;29636;183
1754;30041;1958
1754;30175;1959
1754;30655;1960
1754;31864;1329
1754;32299;145
1754;32743;770
1754;32759;207
1754;33900;1961
1754;38833;1962
1756;1716;1963
1756;3673;1964
1756;4416;1965
1756;4675;1966
1756;7417;1967
1756;12363;187
1756;12370;1968
1756;12775;1969
1756;13621;1970
1756;13841;1971
1756;14371;1972
1756;14380;1973
1756;19869;1974
1756;20013;1975
1756;20695;1976
1756;20739;1977
1756;21347;1978
1756;21792;1979
1756;21825;1980
1756;23669;1974
1756;24872;119
1756;25456;1974
1756;26049;1981
1756;28639;1038
1756;28700;1982
1756;29048;1983
1756;30332;1984
1756;32439;1985
1756;32442;1974
1756;32457;1986
1756;35043;1987
1756;35817;1988
1756;37738;1974
1756;10212;1974
1759;1097;1227
1759;3423;589
1759;28222;1989
1759;29442;1763
1761;2988;1990
1761;8902;1991
1761;21109;1324
1761;32860;1992
1761;32886;1993
1761;9653;825
1763;112;1994
1763;1970;1995
1763;22713;1996
1763;29284;1328
1763;29527;1997
1763;35143;1144
1764;4044;1998
1764;5229;1999
1764;16254;2000
1764;17598;2001
1764;18295;2002
1764;18333;2003
1764;25766;1999
1764;26187;2004
1764;26733;2001
1764;26899;2001
1764;30489;2005
1764;34944;2006
1764;36711;2007
1764;38495;2008
1765;1697;1680
1765;2312;2009
1765;6300;2010
1765;7351;2011
1765;11002;2012
1765;10422;2013
1765;10809;2014
1765;12539;1038
1765;16044;2015
1765;16069;148
1765;21198;2016
1765;21756;2017
1765;21917;266
1765;22371;1091
1765;24364;1795
1765;25033;2018
1765;25465;2011
1765;26497;2019
1765;26522;2020
1765;27103;28
1765;27154;1795
1765;27155;1795
1765;27813;1990
1765;29204;2021
1765;31000;2022
1765;31216;2023
1765;31074;655
1765;32372;2024
1765;33232;1795
1765;35877;1795
1765;37243;2011
1767;1098;2025
1767;5036;1019
1767;11586;2026
1767;22853;2027
1767;23901;111
1767;24180;2028
1767;26891;145
1767;32568;115
1767;32715;2029
1767;34225;172
1767;36847;1868
1768;24341;183
1768;25436;2030
1768;38571;1910
1770;5653;110
1770;23117;2031
1770;24549;2032
1770;27540;2033
1770;31473;2034
1770;36873;2035
1770;37123;2036
1771;16370;183
1771;29126;2037
1771;31865;2038
1771;32746;1019
1771;33115;1889
1771;33841;186
1773;12822;183
1773;17369;203
1773;19440;1109
1773;22956;2039
1773;34150;2040
1773;33012;1019
1773;36131;374
1775;1349;2041
1775;1615;2042
1775;3172;2043
1775;5742;1915
1775;8968;2044
1775;8973;1554
1775;11491;1336
1775;13789;2045
1775;14529;2046
1775;14869;1328
1775;18323;2047
1775;20103;110
1775;22400;2048
1775;22626;2049
1775;22728;2050
1775;25624;2051
1775;25869;30
1775;25949;1951
1775;26739;2052
1775;27023;2053
1775;27820;2054
1775;29271;2055
1775;34028;2056
1775;36567;1324
1775;9613;2057
1779;1613;2058
1779;2197;2059
1779;2374;2060
1779;3067;2061
1779;3101;2062
1779;4206;2059
1779;4366;2063
1779;7553;2064
1779;11538;2065
1779;12369;2066
1779;12564;2067
1779;13789;2068
1779;14445;2069
1779;14616;2070
1779;15102;2071
1779;16562;2072
1779;19480;2073
1779;19797;2074
1779;21464;147
1779;22569;2075
1779;27051;2067
1779;27866;2076
1779;28873;2074
1779;29355;2074
1779;30245;2077
1779;32730;2078
1779;33818;2079
1779;37524;2080
1779;37379;2081
1780;595;2082
1780;14746;2083
1780;24251;2084
1780;32415;2085
1780;37448;1144
1781;4505;548
1781;5095;36
1781;11060;1
1781;19610;1888
1781;32299;2086
1782;14444;526
1782;17888;2087
1783;11885;2088
1783;20356;2089
1783;28935;2090
1783;33427;2091
1786;686;2092
1786;15435;2093
1786;16272;2094
1787;13363;115
1787;28471;569
1788;2323;2095
1788;3687;2096
1788;4759;2097
1788;4887;2098
1788;5194;2099
1788;5107;2100
1788;6374;2101
1788;6800;2102
1788;7312;2103
1788;11470;765
1788;11610;2026
1788;12271;2104
1788;13140;2105
1788;13834;1184
1788;14061;1184
1788;14149;2106
1788;15462;2107
1788;16585;2108
1788;17088;2109
1788;18020;1291
1788;21131;1213
1788;21455;29
1788;21478;2110
1788;22866;2111
1788;24219;2100
1788;24525;2105
1788;26020;2112
1788;29016;2113
1788;29905;2114
1788;30998;2115
1788;37533;2116
1788;9859;595
1788;9943;2117
1789;23742;589
1789;22190;2118
1789;28196;589
1789;29662;2039
1789;37934;2119
1790;1442;2120
1790;14447;2121
1790;23272;2121
1791;3607;2122
1791;5043;2123
1791;27211;2124
1791;35741;2125
1792;4460;2126
1792;13789;2127
1792;23437;2128
1792;26535;2129
1792;30445;2130
1793;262;178
1793;1613;2131
1793;2338;1817
1793;3127;2132
1793;4273;1046
1793;4460;2133
1793;11230;2134
1793;13782;2135
1793;14616;2136
1793;15390;2137
1793;15391;2138
1793;17867;193
1793;18113;2139
1793;19842;2140
1793;37326;2141
1795;13868;1825
1797;808;2142
1797;2963;2143
1797;6896;2144
1797;7126;2145
1797;7512;2146
1797;7755;2147
1797;10937;2148
1797;13287;2149
1797;15723;2150
1797;15589;2151
1797;17909;507
1797;20488;2152
1797;28811;2153
1797;30015;2154
1797;32065;2155
1797;32065;2156
1797;32730;2157
1797;33577;2158
1797;34028;2159
1797;35870;2160
1797;38688;2161
1799;14530;2162
1799;17866;169
1799;33321;2163
1799;36801;2164
1800;694;2165
1800;915;2166
1800;1545;2167
1800;3151;655
1800;4020;2087
1800;6077;2168
1800;11187;2169
1800;11197;182
1800;11361;2170
1800;11328;2171
1800;11329;2017
1800;10631;2172
1800;12279;2173
1800;16155;2174
1800;17316;2175
1800;17585;2176
1800;18480;2177
1800;18534;2178
1800;19568;2179
1800;19818;2171
1800;20085;2180
1800;21659;2181
1800;25761;2182
1800;27062;2183
1800;28783;1984
1800;28974;346
1800;31511;2184
1800;31767;2185
1800;32287;337
1800;33331;526
1800;32877;2186
1800;35935;184
1800;36866;1096
1800;36956;2187
1800;37382;2188
1800;38570;2189
1801;4434;2190
1801;7761;2191
1801;9047;1809
1801;11820;547
1801;18969;2192
1801;23794;2193
1801;29796;1144
1801;32132;266
1801;37362;349
1801;38833;1730
1801;9798;1868
1802;335;1324
1802;1717;2194
1802;6048;601
1802;7387;2195
1802;8094;2196
1802;8767;120
1802;11831;663
1802;16277;2197
1802;17210;2198
1802;21280;1889
1802;20761;2199
1802;22669;2200
1802;24679;2194
1802;25658;2026
1802;38628;2201
1802;10192;2202
1803;4605;11
1803;5064;2203
1803;5540;2204
1803;6016;2205
1803;6799;2206
1803;7864;2207
1803;8033;5
1803;8084;2208
1803;8183;111
1803;8824;2209
1803;8840;2210
1803;7532;2211
1803;10115;2212
1803;11463;2213
1803;11538;2214
1803;12856;61
1803;13982;2215
1803;15645;2216
1803;15994;2096
1803;18525;2217
1803;21131;2218
1803;21866;11
1803;23508;2219
1803;24602;2220
1803;25757;2221
1803;26929;2222
1803;28302;2223
1803;28586;2224
1803;28582;2225
1803;30225;5
1803;30917;66
1803;31653;2226
1803;32301;162
1803;32699;2227
1803;33249;2228
1803;34293;2229
1803;36749;2230
1803;37398;5
1803;37664;2231
1803;9416;2232
1803;9860;2233
1807;2651;2234
1807;9325;2235
1807;14026;2236
1807;14241;2237
1807;18316;2238
1808;1716;203
1808;1809;2239
1808;3066;2240
1808;3261;2239
1808;3913;2241
1808;5561;1213
1808;5626;2242
1808;5974;2243
1808;6921;2244
1808;7237;2245
1808;7246;2246
1808;7489;2247
1808;8040;2248
1808;10765;2240
1808;10857;2249
1808;11544;354
1808;13883;921
1808;13850;2250
1808;17253;2251
1808;17386;2252
1808;18012;2241
1808;18283;2253
1808;18508;2242
1808;18362;562
1808;19372;2254
1808;22133;2239
1808;22700;2255
1808;22978;2256
1808;23644;2257
1808;23645;2258
1808;23695;2259
1808;23762;756
1808;25529;2250
1808;25606;2260
1808;27481;2245
1808;28592;2250
1808;29072;1951
1808;30266;2261
1808;31946;2262
1808;31952;628
1808;32029;2263
1808;33073;2245
1808;33248;2264
1808;33334;2265
1808;34091;2266
1808;32361;1328
1808;36931;2241
1808;37000;2267
1808;37450;2245
1808;37196;2268
1810;7347;187
1810;8663;187
1812;2630;2135
1812;4322;178
1812;4460;2133
1812;12262;1849
1812;12560;2269
1812;19348;2270
1812;26868;2135
1812;30169;2271
1813;559;2272
1813;1928;2273
1813;2992;2274
1813;7178;2275
1813;8344;81
1813;11831;2276
1813;12031;2277
1813;12543;2278
1813;13367;2279
1813;20012;2275
1813;20230;2280
1813;20375;2281
1813;20940;2282
1813;21112;2275
1813;25600;2283
1813;26569;2284
1813;26808;2285
1813;26809;1037
1813;26935;2286
1813;26935;2287
1813;27407;2288
1813;27849;2289
1813;29282;2275
1813;30655;2290
1813;30933;663
1813;31012;2291
1813;38628;88
1813;38933;2292
1813;10192;2293
1814;17509;2294
1814;17509;2295
1814;20216;2296
1814;20761;2297
1814;28403;2298
1814;34949;2299
1815;724;2300
1815;1778;2301
1815;2241;2302
1815;2435;2303
1815;2942;2304
1815;2942;2305
1815;10811;2306
1815;11567;2307
1815;11596;2308
1815;11766;2309
1815;11766;2310
1815;12708;2311
1815;13716;2312
1815;15408;2313
1815;16012;2314
1815;15560;2315
1815;17715;2135
1815;18215;2133
1815;18353;2316
1815;18353;1604
1815;18354;187
1815;18354;2317
1815;19940;770
1815;23503;2318
1815;23827;2319
1815;24083;526
1815;24996;2320
1815;35954;2087
1815;38701;2321
1815;9866;2322
1817;1460;2323
1817;4410;2324
1817;12124;2325
1817;18159;2326
1817;20343;2327
1817;23901;258
1817;38498;2328
1818;870;1324
1818;870;2329
1818;1953;2330
1818;1953;2331
1818;2728;2332
1818;4028;2333
1818;4957;2334
1818;6884;2335
1818;6898;2336
1818;6994;2337
1818;8183;2338
1818;10389;2339
1818;13883;354
1818;19225;2340
1818;19396;2341
1818;19396;2342
1818;20285;2343
1818;20285;2344
1818;24094;2345
1818;24094;2346
1818;25502;2347
1818;28281;2348
1818;28946;2024
1818;31139;2349
1818;31139;2332
1818;35814;2350
1818;35820;2351
1818;37456;2352
1818;37542;2353
1818;37542;2354
1818;9478;2355
1818;9607;2356
1818;9779;2357
1818;10118;2358
1818;11452;2359
1819;365;2360
1819;1716;2361
1819;1958;2362
1819;3049;2363
1819;3056;2364
1819;3067;2365
1819;3212;1657
1819;4095;2366
1819;6274;2367
1819;8040;2368
1819;9038;2369
1819;10809;2370
1819;11538;2371
1819;14119;2372
1819;14223;2373
1819;14328;2374
1819;14712;2375
1819;16556;2376
1819;21112;2377
1819;21754;2378
1819;23170;2379
1819;23700;2380
1819;24630;2372
1819;25673;2381
1819;27051;2382
1819;27481;2383
1819;27608;2384
1819;28700;523
1819;29072;2385
1819;29428;2386
1819;29684;2387
1819;31866;2037
1819;32746;2388
1819;33184;2389
1819;33256;2390
1819;33427;548
1819;33771;2391
1819;33818;2392
1819;34091;2393
1819;34113;2394
1819;34634;2395
1819;36202;2396
1819;36802;1990
1819;38241;2397
1819;9860;2398
1819;9694;2399
1823;38959;2400
1824;4322;2401
1824;6752;2402
1824;21044;2403
1824;20723;2404
1824;23505;2405
1824;24011;2406
1824;25170;2407
1824;31792;2408
1824;37650;2409
1828;22133;2410
1828;26386;2411
1828;35747;2412
1830;2992;2413
1830;3056;2414
1830;6047;2415
1830;12031;2416
1830;13367;1766
1830;18159;2417
1830;25600;2418
1830;26808;2419
1830;29201;2420
1830;32759;2421
1830;33087;2422
1830;37251;2423
1831;4346;2424
1831;12335;2425
1831;17020;2426
1831;17575;2427
1831;19562;2428
1831;24949;2429
1831;24997;2430
1831;34179;2431
1831;35558;2432
1832;20882;186
1832;24622;186
1833;96;2433
1833;781;2434
1833;5345;2435
1836;3198;2436
1836;4887;2437
1836;8985;2438
1836;9228;507
1836;10163;700
1836;10745;507
1836;11155;118
1836;15127;2439
1836;20937;2440
1836;21075;2441
1836;29428;1910
1836;28160;2442
1836;31496;2443
1836;34894;2444
1836;38241;2445
1836;38594;1167
1840;1038;2446
1840;2992;2403
1840;3113;663
1840;5933;2447
1840;19755;2448
1840;30300;2026
1840;33039;28
1840;37260;2449
1840;37469;2450
1840;1249;2451
1841;346;2452
1841;3113;2453
1841;6752;2454
1841;16684;2455
1841;20230;74
1841;22251;2456
1841;22251;2027
1841;31755;2457
1841;31792;2458
1841;33296;2459
1841;35932;2460
1842;6282;2461
1843;559;116
1843;5662;1763
1843;24630;2462
1843;33938;2463
1846;1682;2464
1846;2055;2226
1846;2696;2465
1846;2697;66
1846;3038;2466
1846;3520;2467
1846;4460;2133
1846;11538;2468
1846;11776;2469
1846;14223;2470
1846;21160;2471
1846;22312;561
1846;22463;2472
1846;25170;354
1846;26158;2473
1846;33002;2474
1846;36975;455
1846;37049;2475
1846;37587;2476
1846;9871;2477
1846;9894;2478
1846;10139;1551
1848;7761;115
1848;17289;2479
1848;19543;2480
1848;19543;2481
1848;23901;594
1848;26808;355
1848;36847;273
1850;6282;2461
1851;4806;2482
1851;5765;2483
1851;7883;2133
1851;8265;2484
1851;8968;997
1851;5993;1680
1851;13374;2485
1851;16070;2486
1851;17881;2487
1851;19379;2488
1851;20014;1046
1851;20245;1554
1851;23841;1811
1851;24266;765
1851;28900;184
1851;33427;2489
1851;33676;2490
1851;34091;2491
1851;32344;2492
1851;36452;2493
1851;1175;2330
1852;10542;1795
1852;11779;2494
1852;14244;2495
1852;15159;2496
1852;27708;2498
1852;31082;2499
1852;33577;2500
1853;19503;11
1854;448;11
1856;15793;2501
1857;1292;2502
1857;1569;2503
1857;3131;2504
1857;4298;2505
1857;15359;2506
1857;15398;2507
1857;15946;2508
1857;16413;2509
1857;16810;2510
1857;17079;2511
1857;17438;2512
1857;18565;2513
1857;19219;2514
1857;19220;2515
1857;20955;2516
1857;20964;2517
1857;21162;142
1857;21511;2518
1857;21621;2519
1857;21871;2520
1857;23075;2521
1857;30629;2522
1857;36915;2523
1857;37692;2524
1857;37853;2525
1857;38862;2526
1857;9715;2527
1859;346;2528
1859;3047;2529
1859;4336;2530
1859;21124;2531
1859;25017;2532
1859;31647;2533
1860;2412;2534
1860;4603;2535
1860;4911;2536
1860;7823;2537
1860;14579;2538
1860;17437;2539
1860;18548;2540
1860;27095;2541
1860;29216;2542
1860;29793;2543
1860;32749;2544
1861;19433;2545
1861;22733;2546
1861;25836;2547
1861;25949;2548
1862;1035;110
1862;2828;182
1862;3067;2214
1862;3778;2549
1862;6566;2550
1862;6585;122
1862;7583;2551
1862;7588;138
1862;11023;2552
1862;11850;2553
1862;12459;2554
1862;14616;546
1862;20071;2555
1862;20450;1734
1862;21112;2556
1862;26928;2557
1862;27922;2558
1862;27922;2559
1862;28949;2560
1862;29685;2561
1862;30969;2562
1862;31952;2563
1862;34038;198
1862;34584;2564
1862;36931;1817
1862;37186;2551
1862;38799;2565
1862;1127;2025
1863;443;2566
1863;627;2567
1863;658;2568
1863;867;2569
1863;2138;81
1863;2300;2570
1863;6558;2568
1863;7269;2571
1863;7871;2572
1863;9877;1941
1863;10399;2568
1863;14561;2573
1863;14616;2574
1863;16556;2575
1863;17209;2576
1863;17835;2577
1863;18702;2578
1863;19730;2569
1863;22640;2568
1863;24563;2569
1863;26466;2579
1863;28506;2568
1863;28560;2569
1863;32371;2580
1863;35953;2581
1863;36529;2569
1863;36541;2582
1863;36600;2583
1863;38974;2571
1863;1254;2571
1870;37631;2584
1871;672;2585
1871;808;2586
1871;1038;2587
1871;2022;2588
1871;3444;2589
1871;3682;2590
1871;4719;1213
1871;5019;2591
1871;5393;2592
1871;5676;2593
1871;6014;2594
1871;6995;2595
1871;7405;2596
1871;7877;2597
1871;7883;2598
1871;7979;2599
1871;7987;2600
1871;8891;2601
1871;9036;187
1871;8501;2602
1871;9288;2603
1871;10291;2604
1871;10762;2605
1871;10710;190
1871;12392;186
1871;13163;2606
1871;14071;2607
1871;14367;2608
1871;14415;186
1871;14419;2609
1871;14458;187
1871;14544;187
1871;15734;186
1871;15738;186
1871;15755;186
1871;15841;2610
1871;15865;187
1871;15884;2611
1871;15900;2612
1871;15916;2613
1871;15741;2614
1871;16466;2615
1871;16471;2616
1871;15523;2617
1871;17281;2618
1871;17722;2619
1871;17818;2620
1871;18135;2621
1871;19532;2622
1871;20048;186
1871;20060;2623
1871;20918;2624
1871;21059;187
1871;21062;2625
1871;21068;2626
1871;20802;2627
1871;20809;2628
1871;20811;187
1871;20820;2629
1871;21792;2630
1871;21936;2631
1871;21942;2632
1871;22630;2633
1871;22657;2634
1871;22664;187
1871;22739;2635
1871;21845;2636
1871;24316;2637
1871;24421;2638
1871;24518;2639
1871;24541;2640
1871;24805;2642
1871;24814;2643
1871;24821;2644
1871;24825;2645
1871;24842;2646
1871;24854;187
1871;24876;2647
1871;25481;2648
1871;25533;186
1871;26576;2649
1871;26572;2650
1871;26957;2651
1871;26958;2652
1871;26960;2653
1871;26974;187
1871;26975;187
1871;26981;186
1871;26988;2654
1871;27449;2655
1871;27582;2656
1871;29131;2657
1871;28045;187
1871;28201;2658
1871;29543;187
1871;29546;186
1871;29819;2659
1871;29936;824
1871;30175;2660
1871;30234;2661
1871;30245;2662
1871;30954;186
1871;31079;2663
1871;31391;2664
1871;31517;2665
1871;31986;2666
1871;32059;2667
1871;32129;2668
1871;30952;186
1871;30953;186
1871;30955;186
1871;32620;2669
1871;32730;2670
1871;33577;2671
1871;32911;2672
1871;32953;2673
1871;35392;2674
1871;35696;2663
1871;36170;2675
1871;36186;2676
1871;36402;186
1871;36726;187
1871;36975;2677
1871;37278;2678
1871;38634;2679
1871;9798;2680
1871;9730;2681
1872;13481;2682
1872;17361;2683
1872;23126;2684
1872;31252;2685
1872;33223;1604
1872;34887;2686
1872;35690;2687
1873;112;1809
1873;424;2688
1873;4842;2689
1873;7498;1939
1873;7501;2690
1873;8280;523
1873;8626;2691
1873;8932;1324
1873;11751;2692
1873;14485;2693
1873;14616;2694
1873;17228;2695
1873;17415;2696
1873;17859;2697
1873;19755;2178
1873;21266;1856
1873;22423;1910
1873;22435;2698
1873;22754;2699
1873;31114;2700
1873;33369;766
1873;33955;2701
1873;36826;2194
1873;37469;1504
1875;808;824
1875;4541;2702
1875;17020;594
1875;18136;2703
1875;24493;170
1875;29686;2704
1875;34189;374
1875;38833;1121
1876;3848;984
1876;8876;2705
1876;10538;2706
1876;17302;1546
1876;21547;2707
1876;25548;2708
1876;25742;547
1876;36731;2709
1876;10229;2710
1877;1562;2711
1877;7944;2712
1877;9331;804
1877;14792;2713
1877;19058;2714
1877;24382;2433
1877;25024;2715
1877;29083;2716
1877;28186;2717
1877;33427;2718
1877;33861;282
1877;32871;116
1877;37516;2719
1878;2312;2720
1878;12726;2721
1878;14387;2722
1878;19543;2723
1878;24045;2724
1879;22626;2725
1879;25792;2726
1879;26740;2727
1879;34102;766
1880;3049;110
1880;3079;2728
1880;4927;23
1880;5765;1324
1880;6162;2135
1880;6262;111
1880;6567;5
1880;6915;2729
1880;6995;178
1880;9127;2730
1880;14143;355
1880;15092;171
1880;16052;2731
1880;16555;203
1880;16707;2732
1880;18427;190
1880;19076;2733
1880;19080;2734
1880;19882;2735
1880;21601;2736
1880;22780;2737
1880;23638;1167
1880;25998;149
1880;26822;558
1880;28867;546
1880;28900;1019
1880;29271;2738
1880;32029;2739
1880;33073;2740
1880;34923;213
1880;32979;2741
1880;36195;2742
1880;36391;2743
1880;36909;2744
1880;38074;2745
1880;38891;1660
1882;588;2746
1882;686;2747
1882;1189;2461
1882;5698;2748
1882;10789;1856
1882;16713;2731
1882;17036;2749
1882;17889;2750
1882;19259;2751
1882;20068;2487
1882;20071;1109
1882;21223;2752
1882;24447;186
1882;25681;2753
1882;26130;149
1882;26740;355
1882;30589;118
1882;33012;1951
1882;33023;267
1882;35609;569
1882;35852;2620
1882;36529;666
1882;36697;2754
1882;36975;765
1882;1230;2755
1883;2001;2756
1883;2338;2757
1883;4273;2758
1883;4414;2759
1883;4471;2760
1883;8520;2761
1883;8826;2762
1883;12558;2763
1883;12596;2764
1883;19689;2765
1883;20163;2766
1883;23964;2767
1883;24333;2768
1883;26695;2769
1883;27817;2770
1883;32397;2771
1883;33973;2772
1883;36691;2773
1883;37914;2774
1884;4898;2775
1884;16555;2776
1885;1690;2777
1885;1820;2778
1885;2323;2779
1885;2883;2780
1885;3056;170
1885;5107;2781
1885;6296;2782
1885;6992;2783
1885;7002;2784
1885;7002;2785
1885;8719;2786
1885;8784;2787
1885;9047;2108
1885;9172;2788
1885;9367;2789
1885;12629;2790
1885;13163;2555
1885;15647;2791
1885;17655;2792
1885;18525;2108
1885;18641;170
1885;19412;2793
1885;19704;2794
1885;19919;2795
1885;19919;2796
1885;20139;2797
1885;20250;2798
1885;21019;2783
1885;21119;2790
1885;21182;2794
1885;23448;2799
1885;25020;2778
1885;25962;2800
1885;30910;2801
1885;34211;2802
1885;34752;2803
1885;35872;2804
1885;36097;2805
1885;37533;2806
1885;37667;2555
1885;38211;2807
1885;38212;2808
1885;38639;2809
1885;9416;2810
1885;9993;2811
1887;970;2812
1887;2812;2813
1887;3423;2814
1887;3500;2023
1887;6077;2815
1887;8617;2816
1887;11197;2817
1887;13374;2818
1887;14955;1795
1887;17281;2819
1887;18602;2820
1887;19568;2821
1887;21806;764
1887;22408;2822
1887;22992;11
1887;27643;145
1887;28293;1961
1887;29361;2179
1887;30245;2823
1887;32301;1324
1887;32750;2824
1887;33826;1096
1887;35914;2825
1887;36866;1803
1887;36975;2826
1888;5729;2827
1888;27401;2828
1888;31441;2212
1888;36221;2829
1888;37594;1143
1889;2624;2830
1889;4958;2831
1889;12828;2832
1889;24509;2833
1889;24732;2834
1889;27078;2835
1889;28487;2835
1889;33246;2836
1889;38193;2837
1890;201;1766
1890;425;2838
1890;550;2839
1890;3008;2840
1890;3832;2841
1890;5098;2842
1890;5132;2843
1890;8004;2844
1890;12101;2845
1890;13232;2846
1890;18052;2847
1890;19015;2848
1890;19742;2849
1890;20293;2850
1890;23742;2851
1890;25341;2598
1890;26090;2852
1890;27130;1875
1890;27633;2853
1890;29216;2854
1890;29477;2855
1890;29477;2856
1890;30054;2857
1890;33915;1830
1890;34881;2858
1890;35741;2859
1890;35828;2860
1890;35999;2861
1891;6992;2862
1891;14360;2863
1891;15124;138
1891;18144;2864
1891;23075;555
1891;24666;2865
1891;29428;2866
1891;34102;1848
1891;38284;2867
1891;1127;2868
1892;10293;2869
1892;15604;2869
1892;35521;2869
1897;12124;2870
1897;18159;1867
1897;23321;2871
1897;24181;2872
1897;24181;5
1897;36156;2873
1897;36737;2874
1898;1705;2875
1898;3067;2099
1898;12629;2876
1898;25140;560
1898;27228;171
1899;1716;770
1899;4735;121
1899;4736;2877
1899;5347;2087
1899;9331;2878
1899;12370;2879
1899;14223;33
1899;14737;526
1899;18526;186
1899;21506;2880
1899;22302;2881
1899;24000;2037
1899;29274;1399
1899;27966;2882
1899;33655;2590
1901;9000;2461
1901;13442;2883
1901;29196;2884
1904;481;2885
1904;838;2885
1904;1423;2886
1904;2389;2887
1904;2529;2885
1904;2572;2885
1904;2573;2888
1904;2705;2889
1904;3413;2890
1904;3941;2885
1904;3949;2890
1904;4247;2885
1904;4307;2890
1904;4346;2891
1904;4509;2885
1904;4576;2885
1904;4770;2892
1904;4771;2893
1904;5117;2886
1904;5311;2894
1904;5577;2885
1904;6155;2885
1904;6659;2895
1904;7014;2885
1904;7604;2896
1904;7636;2890
1904;7826;2897
1904;8475;2890
1904;8499;2885
1904;8711;2890
1904;8795;2890
1904;8821;2898
1904;8827;2899
1904;8890;2885
1904;9160;2886
1904;9638;2885
1904;10839;1601
1904;11332;2900
1904;11925;2885
1904;12070;2901
1904;12169;2885
1904;12303;2885
1904;12370;2890
1904;12695;2902
1904;12900;2886
1904;13035;2903
1904;13843;2885
1904;14378;2885
1904;14482;2901
1904;14606;2885
1904;14264;258
1904;14468;2904
1904;14696;2893
1904;14806;2905
1904;15153;2906
1904;15172;2907
1904;16382;2908
1904;16433;2893
1904;16571;2909
1904;17012;2910
1904;17013;2886
1904;17019;2911
1904;17055;2885
1904;17104;2885
1904;17107;2885
1904;17491;2912
1904;18666;2913
1904;19021;2914
1904;19896;2915
1904;20113;2751
1904;20273;2885
1904;20497;2904
1904;20603;2901
1904;20746;2885
1904;21352;2885
1904;21325;2890
1904;21651;2916
1904;21718;2905
1904;21794;2885
1904;22293;2885
1904;22700;2917
1904;22970;2918
1904;23030;2919
1904;23630;2901
1904;24268;2885
1904;24527;2901
1904;25067;2901
1904;25321;2920
1904;25458;2885
1904;25931;2885
1904;25956;2885
1904;25957;2885
1904;26457;2921
1904;26337;2885
1904;27307;2885
1904;27310;2922
1904;27312;2923
1904;27313;2885
1904;27374;2885
1904;27457;808
1904;27539;2924
1904;28457;2886
1904;28554;2925
1904;28555;2926
1904;28811;2927
1904;29022;2928
1904;29232;2890
1904;29692;2929
1904;30115;2930
1904;30409;2931
1904;30440;2932
1904;30934;2890
1904;30971;2904
1904;31642;2901
1904;31689;2885
1904;31719;2933
1904;31919;2934
1904;29735;2935
1904;32257;2890
1904;32390;2885
1904;32484;2885
1904;32486;2885
1904;32597;2885
1904;32609;2893
1904;33691;2885
1904;33859;2885
1904;34175;2936
1904;34176;2937
1904;34433;2885
1904;34454;2938
1904;34848;2939
1904;35035;2940
1904;35040;2885
1904;33028;2885
1904;35652;2885
1904;35760;2941
1904;35771;2893
1904;36054;2886
1904;36466;2885
1904;36492;2890
1904;36637;2885
1904;37485;2885
1904;37487;2885
1904;37491;2885
1904;37556;2885
1904;37642;2901
1904;37750;2890
1904;38097;2942
1904;38098;2885
1904;38483;2943
1904;38859;2885
1904;1240;2886
1905;10179;569
1905;16936;2944
1905;19652;2945
1905;20272;2946
1905;24422;2947
1905;25257;2948
1905;30292;2949
1905;35375;22
1905;36103;1037
1908;7437;2950
1908;7869;2951
1908;8493;2952
1908;16684;190
1908;23170;2953
1908;24899;2954
1908;24901;2955
1908;26466;2956
1908;26549;2957
1908;28900;2958
1908;32588;2959
1908;32590;2960
1911;15638;2961
1913;219;2962
1913;707;2963
1913;1098;1120
1913;2856;2964
1913;3593;2965
1913;3885;2966
1913;5048;2967
1913;5049;2704
1913;5163;2966
1913;5523;2968
1913;6552;2969
1913;8537;2970
1913;12375;2971
1913;14100;2972
1913;16832;2973
1913;18750;2974
1913;19152;2975
1913;19786;2976
1913;20233;2977
1913;20719;2978
1913;21354;2979
1913;21723;2980
1913;21820;2981
1913;24413;2982
1913;24993;2983
1913;25339;2984
1913;25340;2985
1913;25900;2966
1913;26600;2986
1913;27005;2987
1913;29398;2988
1913;30298;2989
1913;30677;2990
1913;31203;2991
1913;31684;2981
1913;31687;2992
1913;32213;2993
1913;32831;2994
1913;33697;984
1913;36301;2992
1913;37260;2995
1913;37685;2996
1913;38866;2973
1915;443;2997
1915;1513;2998
1915;5834;2999
1915;8902;3000
1915;13685;1750
1915;15092;138
1915;15253;1046
1915;17683;3001
1915;20936;2819
1915;20937;575
1915;22690;3002
1915;37650;3003
1916;3113;1167
1916;7448;3004
1916;12443;3005
1916;17207;3006
1916;22956;3007
1916;22984;3008
1916;25226;1019
1916;26201;148
1916;27247;1078
1916;31168;3009
1916;31748;1336
1917;2789;3010
1917;3324;1397
1917;10715;3011
1917;12963;110
1917;31473;114
1917;38440;3012
1918;803;3013
1918;3563;3014
1918;8745;330
1918;9501;898
1918;10057;3015
1918;10821;3016
1918;15002;3017
1918;16290;3018
1918;17020;3019
1918;19026;3020
