Interpreta
idObra;idActor;idPersonaje
3361;25154;10025
3361;25123;10026
3361;28313;10012
3361;28750;10012
3361;29286;10027
3361;30566;10028
3361;31480;10029
3361;33645;10012
3361;34919;10030
3361;34977;10031
3361;35077;10032
3361;34753;10033
3361;34772;10034
3361;35867;10035
3361;37153;10036
3361;38315;10037
3361;38318;10038
3361;38396;10039
3361;38407;10040
3361;38175;4383
3362;420;10041
3362;1077;10042
3362;18194;10043
3362;24907;10041
3362;36319;7609
3362;36643;10041
3363;17160;4621
3363;17897;1913
3363;37382;4621
3364;8;10044
3364;966;10045
3364;1021;10046
3364;1287;10047
3364;2850;10048
3364;3825;10049
3364;4580;10050
3364;11062;10051
3364;12776;10052
3364;15098;10053
3364;16606;10054
3364;18367;10055
3364;21848;10056
3364;24808;10057
3364;25184;10058
3364;25998;10059
3364;27866;10060
3364;29907;10061
3364;33427;10062
3364;34091;10063
3364;9705;10064
3364;1146;10065
3365;1668;2703
3365;4603;10066
3365;5055;10067
3365;6957;10068
3365;7368;10069
3365;9096;10070
3365;9610;1676
3365;16505;10071
3365;17805;10072
3365;18948;105
3365;21456;158
3365;23228;10073
3365;23648;10074
3365;22201;10075
3365;25547;10076
3365;29138;2128
3365;30327;10077
3365;32225;2036
3365;35507;10078
3365;35558;10079
3365;35741;10080
3365;36815;354
3365;1181;10081
3371;18105;22
3373;550;10082
3373;4108;10083
3373;14944;10084
3373;14944;10085
3373;17722;10086
3373;18159;10087
3373;23860;10088
3373;23901;10089
3373;26078;10090
3373;29477;10091
3373;30835;10092
3373;32420;10093
3373;38234;10094
3373;38234;10095
3373;38770;10096
3373;9478;10097
3373;37011;10098
3374;803;10099
3374;7079;10099
3374;12212;10100
3374;13335;10101
3374;20121;10102
3374;21195;10103
3374;21742;10100
3374;23901;9102
3374;25742;10104
3374;28809;1876
3374;30731;5006
3374;34883;9102
3374;34970;5006
3374;38165;1876
3375;8030;10105
3375;13721;10106
3375;16864;10107
3375;21430;3002
3375;22252;2683
3375;24228;1049
3375;29842;10108
3375;33938;10109
3376;8223;10110
3376;9435;10111
3376;11116;10112
3376;26989;1872
3376;26995;10113
3376;31525;10114
3376;38033;10115
3376;9478;10116
3377;1970;10117
3377;9817;10118
3377;10840;10119
3377;13806;33
3377;19225;10120
3377;25742;10121
3377;36866;10122
3377;37760;766
3377;38908;10118
3378;3361;10123
3378;3574;10124
3378;3752;10125
3378;4202;10126
3378;4527;10127
3378;4636;10128
3378;4824;5571
3378;5118;10129
3378;5833;61
3378;7291;10130
3378;8819;10131
3378;9260;10132
3378;10746;10133
3378;11152;10134
3378;14912;10135
3378;15948;10136
3378;16028;10137
3378;16030;10137
3378;16626;96
3378;18117;1800
3378;19089;10138
3378;23193;10139
3378;27174;10140
3378;27179;10141
3378;29222;10142
3378;31694;10143
3378;33415;10144
3378;34127;10070
3378;34183;10145
3378;34429;10146
3378;34915;10147
3378;34996;10148
3378;35075;5109
3378;35202;10149
3378;35277;10150
3378;35703;10151
3378;35832;10152
3378;36500;1144
3378;36501;10153
3378;36502;10154
3378;38224;10155
3379;47;10156
3379;1970;3412
3379;3340;10157
3379;4767;10158
3379;5677;10159
3379;7245;10160
3379;7446;10161
3379;7771;10162
3379;8692;10163
3379;11063;10164
3379;9370;700
3379;16271;10165
3379;16279;10166
3379;17866;1633
3379;18172;10167
3379;18306;1943
3379;18648;2357
3379;19755;10168
3379;20559;10169
3379;22695;10170
3379;23307;10171
3379;23828;10172
3379;25145;10173
3379;26846;10174
3379;28217;10175
3379;27949;10176
3379;30442;10177
3379;30604;2333
3379;34206;4670
3379;37278;10178
3379;38863;10179
3379;38919;10180
3379;9567;10181
3381;10049;1434
3381;10289;10182
3381;10702;10183
3381;11908;10184
3381;14479;10185
3381;18136;4482
3381;20914;10186
3381;24830;10187
3381;27909;10188
3381;34156;374
3381;34634;1114
3381;9186;349
3381;9584;8035
3382;8958;203
3382;12443;2552
3382;13925;546
3382;17722;1730
3382;20138;10189
3382;23636;1328
3382;24917;4187
3383;6282;2461
3384;6282;2461
3385;6282;2461
3386;6282;2461
3388;124;2461
3389;6282;2461
3390;6282;2461
3391;124;2461
3392;124;2461
3393;20977;2461
3394;124;2461
3395;5926;10190
3395;7628;10191
3395;15570;10192
3395;26524;10193
3395;28904;10194
3396;5103;10195
3396;6496;10196
3396;7752;10197
3396;13933;6639
3396;17491;10198
3396;17491;10199
3396;19071;10200
3396;21304;10201
3396;23844;10202
3396;28396;10203
3396;33365;10204
3396;33441;10205
3397;1475;10206
3397;2488;10207
3397;3516;10208
3397;4560;10209
3397;5027;3484
3397;5045;9108
3397;5512;10210
3397;6295;10211
3397;6993;1875
3397;13734;10212
3397;13897;10213
3397;17136;10214
3397;17559;10215
3397;18322;10216
3397;18821;2098
3397;19052;10217
3397;20432;10218
3397;21605;10219
3397;23163;10220
3397;23262;10221
3397;23733;10222
3397;25072;10223
3397;26428;10213
3397;27533;10224
3397;29922;10225
3397;30055;6672
3397;30936;4504
3397;30937;10226
3397;32929;10227
3397;36435;10228
3397;36649;10229
3397;38666;10230
3398;2094;273
3398;7392;10231
3398;10519;362
3398;12063;149
3398;12973;81
3398;13234;10232
3398;13282;6737
3398;16491;10233
3398;22363;7078
3398;24003;10234
3398;24006;138
3398;22196;3043
3398;30632;10232
3398;34608;10235
3398;35181;10235
3398;36867;2462
3398;10169;4060
3398;10207;10236
3400;803;10237
3400;3641;10238
3400;4141;10239
3400;4639;10240
3400;7927;10241
3400;8004;10242
3400;8452;10243
3400;9243;10244
3400;10365;10245
3400;10367;10245
3400;10919;10246
3400;11160;406
3400;11636;5109
3400;12212;10247
3400;12405;10248
3400;12912;10249
3400;13493;6367
3400;20042;4987
3400;21244;10250
3400;21500;10251
3400;21742;10252
3400;22556;10253
3400;23117;10254
3400;26404;10255
3400;26849;10256
3400;29684;10252
3400;32180;10257
3400;33593;10258
3400;34745;10259
3400;34970;10260
3400;35039;10246
3400;36378;10261
3400;38106;10262
3400;38628;10259
3400;38771;10256
3400;38833;10263
3403;298;5
3403;5576;11
3403;6756;5
3403;15785;5
3403;21125;5
3403;26459;11
3403;29449;5
3403;30075;5
3403;33900;5
3403;35860;5
3404;8614;22
3404;13194;5
3404;27003;11
3404;27831;5
3404;28323;5
3404;33991;5
3406;26182;5
3406;26183;5
3406;32222;11
3406;34472;10264
3407;1819;1912
3407;1823;1913
3407;2762;10265
3407;3859;10266
3407;4427;10267
3407;6509;10268
3407;7895;10269
3407;11073;10270
3407;23415;10268
3407;23560;8246
3407;25913;3451
3407;26830;10271
3407;27180;2934
3407;27897;10272
3407;28587;4026
3407;30157;10273
3407;32205;1144
3407;34317;10274
3407;35598;10275
3407;36314;9243
3407;9903;10276
3408;544;10277
3408;5926;10278
3408;13925;10279
3408;15260;1950
3408;18081;10280
3408;18136;10281
3408;20057;10282
3408;20375;10283
3408;23680;10284
3408;25496;10285
3408;25496;10286
3408;29921;6601
3408;32681;5807
3410;1035;2026
3410;1046;3420
3410;1097;1730
3410;2798;10287
3410;6566;10288
3410;7135;6067
3410;7874;10289
3410;8337;1328
3410;9261;10290
3410;10765;10291
3410;10977;10292
3410;12370;10293
3410;13695;10294
3410;14284;6084
3410;14616;10295
3410;14748;10296
3410;18012;2029
3410;20103;601
3410;20206;1140
3410;21754;8589
3410;21931;43
3410;22626;1750
3410;23072;74
3410;23993;10297
3410;24872;1111
3410;25631;5213
3410;25681;10298
3410;25924;10299
3410;27775;2433
3410;28888;5410
3410;29442;764
3410;32746;23
3410;33248;10300
3410;34634;8759
3410;35946;10301
3410;36202;10302
3410;37240;10303
3410;9608;79
3410;9741;10304
3411;14752;10305
3412;1648;2131
3412;5529;10306
3412;7234;10307
3412;10218;10308
3412;10577;10309
3412;10726;148
3412;10686;10310
3412;18478;10311
3412;28676;10312
3412;36780;10313
3412;36781;10313
3412;1180;10314
3413;124;2461
3414;1177;2461
3415;14313;1910
3415;17962;2026
3416;16370;4948
3419;11522;10315
3419;33036;10316
3420;29179;10317
3421;112;1809
3421;424;5750
3421;1970;1825
3421;5380;10318
3421;7256;1037
3421;24813;7273
3421;31337;10319
3421;31433;10320
3421;31883;2037
3421;32856;10321
3421;35807;10322
3421;36866;4060
3423;35375;2461
3424;6837;3291
3424;7396;2747
3424;25310;3721
3424;30725;587
3424;32551;1510
3424;33087;5091
3424;33682;337
3425;1576;2550
3425;5273;10323
3425;10941;4827
3425;20210;7657
3425;22163;10324
3425;22283;5394
3425;22371;10325
3425;24251;523
3425;27511;184
3425;30305;6735
3425;31647;1809
3425;37748;10326
3425;38063;10327
3425;38775;2728
3426;10813;10328
3426;28710;10329
3426;29684;10330
3426;33129;10331
3426;33658;10332
3428;1769;8648
3428;1777;43
3428;2123;10333
3428;2574;8648
3428;2630;10334
3428;3584;10335
3428;3881;190
3428;4273;9026
3428;4490;9727
3428;6566;8648
3428;7299;10336
3428;10587;10337
3428;11872;10338
3428;11892;10339
3428;15458;10340
3428;18088;10341
3428;20985;769
3428;20883;8648
3428;27247;5493
3428;31952;612
3428;33260;8648
3431;20758;1020
3431;24906;558
3434;10318;2461
3435;371;7156
3435;1759;187
3435;1760;187
3435;2655;187
3435;12668;655
3435;14367;816
3435;18212;10342
3435;26527;187
3437;7177;10343
3437;21020;10344
3438;3891;10345
3438;4819;10346
3438;5275;10347
3438;8073;2222
3438;11409;10348
3438;12328;10349
3438;14906;10350
3438;18914;10346
3438;19270;10351
3438;25862;10352
3438;27146;10353
3438;28953;10354
3438;34517;10355
3438;37448;3734
3439;19180;10356
3440;8493;198
3440;25673;3679
3442;710;116
3442;6251;10357
3442;6408;10358
3442;8767;4182
3442;9177;10359
3442;11831;1086
3442;14706;172
3442;16069;9672
3442;17485;1328
3442;20957;1328
3442;24518;10360
3442;26424;1328
3442;26569;3082
3442;29539;4676
3442;30175;10361
3442;32447;4542
3442;32551;507
3442;33346;1510
3442;33348;10362
3442;36811;10363
3442;36839;6321
3442;38933;1961
3445;346;10364
3445;1545;10365
3445;2603;10366
3445;3360;10367
3445;5308;10368
3445;6401;10369
3445;7757;10370
3445;9128;10371
3445;9129;10372
3445;9801;10373
3445;12334;3802
3445;14987;10374
3445;16108;10375
3445;16953;10376
3445;17021;10377
3445;17470;10378
3445;17811;10379
3445;18159;10380
3445;18274;6639
3445;18404;10381
3445;19909;10382
3445;20184;10383
3445;20918;3734
3445;23387;2312
3445;28788;10384
3445;29216;10385
3445;30559;10386
3445;31100;10387
3445;34490;10388
3445;35089;10389
3445;36687;10390
3445;38419;10391
3445;38474;10392
3445;38679;10393
3446;519;10394
3446;1581;10395
3446;7883;10396
3446;11053;10397
3446;11104;10398
3446;10710;5091
3446;19797;10399
3446;21353;10400
3446;24344;10401
3446;24518;5737
3446;27247;10402
3446;30387;10403
3446;32372;5798
3447;3049;4632
3447;3980;7832
3447;5854;10404
3447;8968;362
3447;9474;10405
3447;10764;6524
3447;13931;1670
3447;14176;10406
3447;15386;10407
3447;17152;10408
3447;19166;10409
3447;20662;10410
3447;22485;10411
3447;23171;10412
3447;24266;10413
3447;30201;10414
3447;30589;10415
3447;33129;10416
3447;33483;10417
3447;9506;10404
3448;23675;49
3448;25658;1841
3448;9826;2844
3449;3607;182
3449;10778;2703
3449;32730;10418
3449;33921;2726
3449;34965;110
3449;37323;111
3451;10433;10419
3451;17779;10419
3451;19764;10419
3451;37985;10419
3451;38801;10419
3452;2374;10420
3452;4629;2024
3452;5823;3619
3452;10710;602
3452;13137;6751
3452;20247;4150
3452;23434;10421
3452;38288;10422
3453;4887;10423
3453;5747;1961
3453;7493;10424
3453;7761;10425
3453;8565;10426
3453;10764;2780
3453;12805;10427
3453;14071;3924
3453;17511;10428
3453;19671;1086
3453;20198;10429
3453;20452;79
3453;21130;10430
3453;22984;10287
3453;26738;3363
3453;30175;2054
3453;33057;764
3453;36362;824
3453;36976;10295
3453;38062;10431
3453;38111;4343
3453;1146;631
3453;1258;10432
3454;5662;6295
3454;7458;3607
3454;12124;10433
3454;18838;10434
3454;19337;10435
3454;21293;1135
3454;33938;10436
3454;34955;5787
3455;4885;10437
3455;29475;341
3455;34604;10438
3456;12283;6362
3456;13350;10439
3456;18664;2356
3456;19329;10440
3456;19852;10441
3456;20116;10442
3456;21622;10443
3456;21668;10444
3456;29770;10445
3456;31403;10446
3458;2281;10447
3458;2502;10448
3458;3321;10449
3458;6077;10450
3458;6277;10403
3458;7044;10451
3458;22414;2026
3458;22849;88
3458;24518;546
3458;26808;36
3458;27270;2988
3458;28978;10452
3458;30266;10453
3458;37135;10454
3458;37251;1604
3458;38221;116
3458;10192;10455
3459;1143;766
3459;4127;10456
3459;7006;10457
3459;8112;10458
3459;11639;10459
3459;12124;10460
3459;12973;5561
3459;20996;10461
3459;22371;10462
3459;23986;10456
3459;30106;2677
3459;30451;10463
3459;31647;4233
3459;33916;2988
3459;36983;546
3460;3607;198
3460;12443;145
3460;12805;10464
3460;13189;355
3460;34646;589
3464;4360;10465
3464;6048;5079
3464;7387;7531
3464;7782;7422
3464;8094;10466
3464;8344;10467
3464;11383;4182
3464;11587;10468
3464;11928;10469
3464;12443;10470
3464;13159;10471
3464;15471;5085
3464;17798;10472
3464;18159;10041
3464;20723;10473
3464;24518;10474
3464;24909;10475
3464;25600;1494
3464;26569;10476
3464;26808;10477
3464;32132;10478
3464;37251;10479
3464;9427;10480
3464;9478;3393
3465;1545;23
3465;4360;35
3465;11820;602
3465;25039;2026
3465;9983;148
3466;8037;7085
3466;17978;7681
3466;20490;10481
3466;24404;10482
3468;31617;2120
3468;33327;2703
3468;35209;1809
3468;9946;6860
3469;3930;10483
3469;18179;10484
3469;18179;10485
3469;21218;10484
3469;21218;10485
3469;23117;10486
3469;24549;10487
3469;26989;10488
3469;34668;1872
3470;2812;5685
3470;12212;10489
3470;15234;10490
3470;15335;3240
3470;21002;10129
3470;30824;5042
3470;30940;10491
3470;31619;10492
3470;37362;8403
3471;9000;2461
3472;1598;765
3472;2803;10493
3472;5594;3416
3472;7128;66
3472;8420;156
3472;18265;7079
3472;18273;8087
3472;21124;3861
3472;20723;1730
3472;23742;111
3472;24218;764
3472;24742;10494
3472;34646;587
3472;34659;10495
3472;36054;3082
3472;38748;1019
3473;53;3806
3473;200;354
3473;1707;10496
3473;2676;10497
3473;2952;10498
3473;4410;10499
3473;4566;1103
3473;5310;10500
3473;6326;190
3473;7396;36
3473;8385;10501
3473;11109;337
3473;12366;124
3473;12926;183
3473;13688;10502
3473;15576;10503
3473;17483;10504
3473;21106;162
3473;21416;701
3473;21416;10505
3473;22163;10506
3473;23903;558
3473;24130;10507
3473;24372;10189
3473;24372;10508
3473;24380;10509
3473;26424;349
3473;27826;10510
3473;28646;10511
3473;30632;10512
3473;30636;766
3473;30743;282
3473;32618;10513
3473;35431;10514
3473;36054;10515
3473;38174;10516
3475;559;309
3475;36867;2044
3477;647;10517
3477;853;213
3477;2503;2018
3477;3067;10518
3477;8493;1037
3477;8807;10519
3477;11720;5332
3477;12504;10520
3477;14616;9315
3477;17144;4741
3477;18457;10521
3477;19440;10522
3477;20073;10523
3477;21112;10524
3477;21464;10525
3477;23875;10526
3477;27435;10527
3477;28717;2081
3477;28842;10528
3477;29428;10529
3477;31792;10530
3477;32593;6399
3477;33248;111
3477;33771;3100
3477;32344;10531
3477;32860;10532
3477;35407;3249
3477;37949;10533
3477;37967;3434
3477;38074;10534
3477;9574;355
3480;559;10535
3480;10519;1990
3480;13234;10536
3480;16002;8505
3480;15566;2463
3480;22163;8198
3480;24800;10537
3480;22196;156
3480;27053;173
3480;37714;8734
3482;839;10538
3482;7883;10539
3482;13367;10540
3482;13641;111
3482;15723;10541
3482;20230;10542
3482;28953;3207
3482;38078;4938
3484;687;7228
3484;2439;10543
3484;2858;195
3484;3057;3047
3484;3123;10544
3484;4223;4342
3484;8580;10545
3484;11723;1328
3484;12621;10546
3484;14681;2061
3484;22635;3434
3484;22702;6518
3484;25610;9649
3484;31283;2044
3485;8346;10547
3485;11024;10548
3485;12020;10549
3485;12040;10550
3485;14146;5136
3485;20305;10551
3485;24699;5300
3485;24993;10552
3485;26985;2129
3485;29366;346
3485;30243;10553
3485;30242;10554
3485;30242;10555
3485;33314;10556
3485;34270;6105
3485;37265;10557
3485;37293;10558
3485;37965;10559
3485;9786;10560
3485;9930;10561
3485;9930;10562
3486;148;10563
3486;3467;10564
3486;6004;5136
3486;8241;10565
3486;11026;10566
3486;15947;5136
3486;19914;10567
3486;21407;10568
3486;26109;10559
3486;27316;22
3486;33314;10569
3486;34270;2054
3486;35503;3463
3486;35619;10570
3486;38421;10571
3486;9782;10572
3488;112;10573
3488;940;10574
3488;970;170
3488;2106;5533
3488;2867;10575
3488;3055;2549
3488;4713;1336
3488;5590;9316
3488;6884;149
3488;8037;6329
3488;8806;10576
3488;11538;1336
3488;12564;120
3488;13374;10577
3488;19480;184
3488;20206;10578
3488;20724;10579
3488;20761;6378
3488;27051;2704
3490;3066;6359
3490;7626;2463
3490;15262;4076
3490;19022;3264
3490;20856;10580
3490;22567;9119
3490;32695;10581
3490;33818;3050
3490;35196;1750
3490;35257;8483
3491;23423;10582
3492;5103;10583
3492;7883;3647
3492;12074;10584
3492;15792;3740
3492;16224;10585
3492;18016;10586
3492;24045;10587
3494;35148;10588
3495;7073;10589
3495;7267;3952
3495;14055;10590
3495;16070;10591
3495;31164;10592
3495;33448;354
3495;32995;10593
3495;35914;8660
3495;36303;187
3495;36955;10594
3495;10143;10595
3497;2450;10596
3497;5001;10597
3497;5003;9841
3497;6011;10598
3497;7937;10599
3497;10091;10600
3497;11366;10601
3497;11520;2312
3497;13122;10602
3497;13481;6264
3497;13848;10603
3497;14975;10604
3497;17133;10605
3497;17773;10606
3497;18158;10607
3497;18795;10608
3497;19135;10609
3497;19984;10610
3497;22120;964
3497;22172;10611
3497;24180;338
3497;25152;10612
3497;27532;10613
3497;28630;10614
3497;28851;10615
3497;31098;10616
3497;32377;10617
3497;32691;10618
3497;33346;10619
3497;33672;10620
3497;33910;10621
3497;35584;10622
3497;36401;10623
3497;36760;10624
3497;37573;10625
3497;38844;10626
3498;4220;282
3498;6312;10627
3498;7599;67
3498;7610;10628
3498;7777;10629
3498;11011;1830
3498;11454;1428
3498;13234;9310
3498;13362;10630
3498;13740;10629
3498;16599;10631
3498;17774;10632
3498;22228;10629
3498;24586;3454
3498;24800;120
3498;25776;10633
3498;33092;10634
3498;33919;1994
3498;34142;10635
3498;34201;10636
3498;35181;10637
3498;36670;10638
3498;38058;10638
3498;38529;10639
3498;10169;703
3500;3085;2217
3500;10462;1634
3500;14113;10640
3500;24760;10641
3500;33865;10642
3501;4598;10643
3501;5274;10644
3501;12266;10645
3501;12908;979
3501;26477;10646
3501;33290;43
3504;6220;10647
3504;6999;7898
3504;24375;10648
3504;38188;10649
3505;674;362
3505;14792;267
3505;29842;819
3506;6220;1041
3506;10712;3187
3506;21034;2463
3506;21734;70
3506;24681;3187
3506;25215;2433
3506;30860;10650
3506;32307;3187
3506;34244;10651
3506;37863;1893
3507;520;6601
3507;2644;10652
3507;3673;338
3507;4035;10653
3507;4584;2505
3507;4654;3926
3507;4885;10654
3507;6994;10655
3507;12535;10656
3507;14896;10657
3507;15381;9900
3507;16165;965
3507;16808;3811
3507;17518;10656
3507;18066;10658
3507;18119;10659
3507;18259;10660
3507;19000;3010
3507;20094;10661
3507;22311;10656
3507;22991;10662
3507;23929;162
3507;25731;1943
3507;27173;10663
3507;27560;2083
3507;30453;10652
3507;30180;10664
3507;34195;10665
3507;34532;10603
3507;11452;10666
3508;783;1046
3508;935;10667
3508;3738;10668
3508;8647;1699
3508;9331;10669
3508;11530;9044
3508;18746;10670
3508;20441;4760
3508;27006;10671
3508;27396;1126
3508;27489;183
3508;28900;10672
3508;30902;10673
3508;31599;10674
3510;871;2450
3510;1608;10675
3510;1677;10676
3510;4897;10677
3510;4898;3090
3510;8894;10678
3510;10543;10679
3510;12317;10680
3510;13733;10681
3510;18052;10682
3510;18145;10683
3510;18818;2272
3510;19396;10679
3510;19909;10684
3510;23657;10685
3510;27165;10686
3510;33580;10687
3510;33956;10688
3510;34766;10689
3510;36471;10684
3511;6884;282
3511;23014;656
3511;33483;354
3514;12933;1794
3514;29352;8237
3515;4685;10690
3515;4889;2461
3515;8407;1144
3515;11765;10691
3515;13226;2716
3515;24295;10692
3515;25177;6862
3515;28707;2713
3515;29936;3065
3515;29735;805
3515;35281;10693
3515;36956;177
3518;4148;11
3518;22340;5
3518;24541;5
3518;30862;5
3518;34639;5
3518;35487;5
3521;2374;282
3521;17585;1250
3521;18159;3647
3521;33947;10694
3521;36041;10695
3521;36054;7968
3521;38104;663
3522;3863;10696
3522;11544;10697
3522;20761;3721
3522;23947;10698
3522;24800;10699
3522;25281;10700
3523;2723;10701
3523;5338;5541
3523;16027;4173
3523;16361;3881
3523;19808;10702
3523;21533;10703
3523;24180;1114
3523;25946;61
3523;27928;10704
3523;29684;110
3523;31092;10705
3523;35439;10706
3524;3294;10707
3524;6640;10708
3524;13336;1800
3524;18030;10709
3524;18922;10710
3524;20563;10711
3524;33503;10712
3524;33687;3918
3524;34482;171
3526;1356;5
3526;1675;10713
3526;2645;2463
3526;6550;10714
3526;7332;10715
3526;8304;10716
3526;10435;10717
3526;10513;10718
3526;15284;10719
3526;16296;10720
3526;16899;10721
3526;18040;10722
3526;22941;10723
3526;23980;3734
3526;24180;7471
3526;25353;10724
3526;25354;10725
3526;26504;10726
3526;26529;10727
3526;30300;5781
3526;32299;3222
3526;33129;183
3526;34766;10728
3526;35929;5371
3527;4368;890
3527;19096;3926
3527;23117;10729
3527;27389;10730
3527;34614;1950
3527;35558;10731
3529;624;184
3529;4835;98
3529;4842;10732
3529;11544;976
3529;13412;2703
3529;15650;1250
3529;22163;1126
3529;25170;337
3529;26552;116
3529;27808;166
3529;29428;3878
3529;33947;5518
3531;5367;183
3531;8030;171
3531;19172;10733
3531;19840;10734
3531;23901;10735
3531;28822;337
3531;32695;10736
3532;448;11
3532;2520;5
3532;3119;5
3532;4076;5
3532;4101;5
3532;4110;5
3532;4542;11
3532;4701;10737
3532;7110;5
3532;7667;5
3532;8251;5
3532;8251;10738
3532;8754;11
3532;9320;11
3532;10410;11
3532;10411;5
3532;10412;5
3532;10413;11
3532;11081;11
3532;11275;11
3532;12127;5
3532;12156;11
3532;13329;5
3532;17428;11
3532;18289;5
3532;18651;11
3532;19098;11
3532;19559;10737
3532;19905;5
3532;19948;5
3532;19948;10738
3532;21384;5
3532;21726;5
3532;21863;5
3532;23079;11
3532;23106;11
3532;23777;5
3532;24398;5
3532;24760;11
3532;24977;5
3532;26924;5
3532;28276;5
3532;28425;5
3532;29219;11
3532;29961;11
3532;33102;11
3532;34133;11
3532;35349;10737
3532;35536;5
3532;36237;5
3532;36398;5
3532;36306;11
3532;37058;11
3532;37060;11
3532;37146;5
3532;37503;11
3533;5031;10739
3533;5935;10740
3533;9218;4237
3533;11168;10741
3533;28240;10742
3533;31749;10743
3533;33682;10744
3533;36205;10745
3533;36482;10746
3534;5295;10747
3534;5514;10748
3534;9257;2707
3534;9351;10749
3534;9384;10750
3534;10452;253
3534;12805;10751
3534;18720;10752
3534;18866;10753
3534;19515;9294
3534;19577;10754
3534;19741;10749
3534;21507;4566
3534;23559;10755
3534;23747;10756
3534;25945;2525
3534;28953;10757
3534;29217;10758
3534;30656;5619
3534;30819;10759
3534;33541;10749
3534;35575;9763
3534;36283;10752
3534;36947;10752
3534;38927;10760
3534;38177;10761
3535;4252;10762
3535;4593;10763
3535;13519;10764
3535;14995;10765
3535;16548;10766
3535;16920;60
3535;19389;10767
3535;21955;10768
3535;23024;10769
3535;25793;10770
3535;27389;10771
3535;30768;10772
3535;31473;5541
3535;33897;10773
3535;35306;10774
3535;35570;10775
3535;38385;2506
3537;1981;10776
3537;4767;79
3537;7387;10777
3537;7706;10130
3537;8175;10778
3537;25485;1041
3537;30547;10779
3537;32003;10666
3537;34646;5445
3537;32416;1933
3539;4404;10780
3539;13902;28
3539;18136;10781
3539;24045;5504
3539;9867;6084
3540;11820;10782
3540;12556;2030
3540;20293;3688
3540;25428;10783
3542;3164;354
3542;4460;10784
3542;5765;5341
3542;5891;1328
3542;11538;10785
3542;14223;1510
3542;16069;10786
3542;15538;1698
3542;17305;10787
3542;18110;2703
3542;18113;556
3542;18480;10788
3542;19730;10789
3542;20103;4848
3542;20360;5345
3542;21931;10790
3542;23648;5342
3542;24221;10791
3542;25890;111
3542;25998;10792
3542;29288;1064
3542;32301;79
3542;32616;10793
3542;35143;338
3542;32867;116
3542;38632;10794
3543;531;6073
3543;9015;2863
3543;20198;10795
3543;22849;3926
3543;26654;10796
3543;27270;2819
3543;28547;2981
3543;32344;2135
3543;37481;1889
3544;983;10797
3544;5820;10798
3544;6408;10799
3544;6841;10800
3544;7782;7003
3544;8344;10801
3544;20245;10802
3544;20723;10803
3544;29359;10804
3544;33577;10805
3546;10269;5109
3546;12064;8737
3546;13386;8649
3546;13519;10806
3546;16317;110
3546;16864;546
3546;17491;10807
3546;18956;10808
3546;23117;3811
3546;24628;1634
3546;30300;5971
3546;31473;10809
3546;36219;10810
3546;36914;10811
3546;38341;10812
3547;674;33
3547;25161;267
3547;29083;1867
3547;32715;28
3549;215;3312
3549;3553;3559
3549;3998;3291
3549;11717;3657
3549;12124;4816
3549;12654;10813
3549;12973;10814
3549;17880;81
3549;22405;2703
3549;24874;10815
3549;30632;3312
3549;33402;10816
3549;34068;149
3549;32886;10817
3549;10169;74
3549;10207;2860
3550;90;10818
3550;4670;8782
3550;6495;10819
3550;12372;10820
3550;15027;10821
3550;16835;10822
3550;17511;10822
3550;18922;10823
3550;19161;10824
3550;24180;9630
3550;28815;10825
3550;30300;10826
3550;35929;10827
3551;112;1944
3551;15991;10828
3551;18704;10829
3551;28618;186
3551;34557;10830
3555;8938;10831
3555;16755;10832
3555;21302;10833
3555;22654;172
3555;24837;10834
3555;25620;10835
3555;35148;10836
3555;36778;5571
3555;36796;5156
3555;37400;10837
3555;12133;10838
3556;1275;10839
3556;2272;10840
3556;7405;6868
3556;7782;10841
3556;11831;10842
3556;13718;10843
3556;19051;10844
3556;24237;7700
3556;25496;10845
3556;25496;10846
3556;28471;10847
3556;32759;10848
3556;32415;10849
3556;35846;10850
3557;119;10851
3557;1765;10852
3557;6847;10853
3557;8731;10854
3557;13367;10855
3557;15830;10856
3557;17264;10857
3557;21112;10858
3557;22167;10859
3557;22176;171
3557;25190;4415
3557;25713;43
3557;27335;10860
3557;30503;10861
3557;30719;10862
3557;31084;4193
3557;31181;10863
3557;32491;10864
3557;33141;10865
3557;33931;10866
3557;35246;10867
3557;35247;5
3557;35516;10868
3557;38554;2071
3557;9407;10869
3557;9589;634
3557;9661;10870
3558;2871;2463
3558;3762;115
3558;8874;1763
3558;29684;1597
3558;35143;1443
3559;5391;10871
3559;13181;10872
3559;16510;6663
3559;17353;9128
3559;26767;1565
3559;26900;148
3559;28431;7746
3559;29638;3909
3559;32247;10873
3559;32872;10874
3559;35614;10875
3559;36145;10876
3559;36247;10877
3559;36337;10878
3559;37139;10879
3559;37287;10880
3559;38556;10881
3561;808;10882
3561;3568;1144
3561;4541;10883
3561;8094;10884
3561;9047;10885
3561;12074;10886
3561;13925;10887
3561;14808;10884
3561;17289;1019
3561;20293;6537
3561;21003;10888
3561;21263;5188
3561;22050;10888
3561;23680;1041
3561;33087;10889
3561;33092;10890
3561;35615;2212
3561;37580;10888
3561;38021;10888
3561;10192;10891
3561;1166;10888
3562;970;2151
3562;1097;4048
3562;1613;110
3562;5626;10892
3562;6205;272
3562;6206;272
3562;14474;10893
3562;25569;10894
3562;25836;4633
3562;29442;3840
3562;31553;10895
3562;34091;10896
3562;38123;10897
