Personaje
idPersonaje;descripcion
10027;Ped
10028;Katrine
10029;Axel
10030;Boss At Advertising Agency
10031;High Class Lady
10032;Guide At Factory
10033;Svendsen At Advertising Agency
10034;Taxa Driver
10035;Art Class Lady #2
10036;Art Class Lady #1
10037;Severin At Advertising Agency
10038;Stoffers Uncle
10039;High Class Man
10040;Woman With 2 Kids
10041;Torturador
10042;Amigo Idoia
10043;Idaoia
10044;Cataléptico 2
10045;Gémela 1
10046;Gémela 2
10047;Ajedrecista 2
10048;Mayordomo 2.
10049;Hombre smoking piscina 2.
10050;Acompañante madre de Lucía
10051;Hombre pequeño 2.
10052;El que se magrea con 2.
10053;Mujer que insulta al público
10054;Hombre smoking piscina 1.
10055;Hombre que cuenta un chiste
10056;Hombre guardapolvos
10057;El que se magrea con 1.
10058;Cataléptico 1
10059;Hilo conductor
10060;Hombre pequeño 1.
10061;Cantante de ópera
10062;La madre de Lucía
10063;Mujer japonesa
10064;Bañista azul
10065;Espectro
10066;Officer Galatea
10067;White-Bearded Sailor
10068;One Eyed Sailor
10069;Ibarra
10070;Dominique
10071;Knut
10072;Zombie
10073;Oberlus
10074;Girl Who Sings
10075;Carmens Baby
10076;Priest at Church
10077;Captain Galatea
10078;Priest at Funeral
10079;Captain Old Lady II
10080;Gamboa
10081;Captain Adventurer
10082;Comanchero
10083;Kelly Butler
10084;Blanc de Blanc
10085;Stetson
10086;Robinson Grasso
10087;Man in Prison
10088;Sakura
10089;Redhead At Saloon
10090;Console Giapponese
10091;Kady
10092;Colonel
10093;Yamoto
10094;Sheriff Edward Gideon
10095;aka Black Jack
10096;Sgt. Donovan
10097;Major Donovan
10098;Albino
10099;Il killer
10100;Il capitano Gómez
10101;Donovan
10102;Il picchiatore
10103;Acapulco
10104;Mike di Donato
10105;Carol Simpson
10106;Bracelet Vendor
10107;Dr. Wendell Simpson
10108;Prositute
10109;Nicky
10110;Sonia Kendall
10111;Hank McKenzie
10112;Jim and Marys father
10113;William Bates
10114;Jim Chambers
10115;Mary Chambers
10116;John McKenzie
10117;Scalesi
10118;Billiard player
10119;Omaccio
10120;Cristopher
10121;Jesus Barro
10122;Nanni
10123;Beppo
10124;Pitou
10125;Passerby
10126;Concubine #2
10127;Concubine #3
10128;Boy #2
10129;Duke
10130;Simone
10131;Scruffy man
10132;Astergourd
10133;Jailor
10134;Aristocrat #1
10135;Old Flavio
10136;Crying boy
10137;Theatre Patron
10138;MP
10139;Pallenchio
10140;Boy #3
10141;Grand Inquisitor
10142;Old toothless man
10143;Duchessa
10144;Celimene
10145;Marcos mother
10146;Prince
10147;Stagehand
10148;Angry woman
10149;Concubine #1
10150;Piero
10151;Gypsy musician on guitar
10152;Orlandini
10153;Boy #1
10154;Tuccio
10155;Bevalaqua
10156;Vincas
10157;Yosip
10158;Alcántara
10159;Astor doorman
10160;Peñalosa
10161;Zulema
10162;Alclid
10163;Auctioneer
10164;Maqroll
10165;Doria
10166;Morali
10167;Stavropoulos
10168;Ceuta commissar
10169;Zagni
10170;La Caleña
10171;Wito
10172;Mujeruca
10173;Abulafla
10174;Panama policeman
10175;Cornelius
10176;Blind Spaniard
10177;Magali
10178;Larissa
10179;Gaditano
10180;Dilcia
10181;Ilona Grabowska
10182;Succubus
10183;Young Diana
10184;Flamenco Dancer
10185;Guitarist 2
10186;Maruxa
10187;Guitarist 1
10188;Doctor de Soto
10189;Consejero
10190;Senor Segreras
10191;Paulina Arevalo
10192;Julio Montero
10193;Matias
10194;Luis Bosch
10195;Judge Finlay
10196;Clarissa Nolan
10197;Cassidys girlfriend
10198;Bill Nolan
10199;Mace Cassidy
10200;Bullard
10201;Antonieta
10202;Man at Halloween party
10203;Grant
10204;Pick
10205;Mr. Owens
10206;Little Man
10207;Porn clerk
10208;Angelica Pena
10209;Nietzche
10210;Aldolpho Rollo
10211;Joes Son
10212;Bar patron
10213;Angelicas Nephew
10214;E-Z Rent-A-Car Clerk
10215;Joes Ex-Wife
10216;Monty
10217;Dostoevsky
10218;Uncle Teos Friend
10219;Mrs. Rollo
10220;Suzie
10221;Cops Son
10222;Frank Barfardi
10223;Dang
10224;Skippy
10225;Louis Barfardi
10226;Ukrainian Lady Tenant
10227;Uncle Teo
10228;Gregoire
10229;Angelicas Niece
10230;Cop
10231;Profesor Gimeno
10232;Espectador TV
10233;Desiderio
10234;Maïtre d
10235;Televidente
10236;Hombre en villa
10237;Commander Davidson
10238;TV Station Technician
10239;Man in elevator
10240;Mr. Desmond
10241;Bob, Jessicas husband
10242;Dr. Kramers Assistant
10243;Dr. Desmond
10244;Jessica Murchison
10245;Zombie outside TV station
10246;Dean Miller
10247;Dr. Kramer
10248;Lieutenant Reedman
10249;General Murchison
10250;TV Station Director
10251;Mr. Desmonds Secretary
10252;Major Warren Holmes
10253;Woman in Elevator
10254;Cameraman
10255;Sheila Holmes
10256;Zombie at TV Station
10257;Radio Reporter
10258;Woman at TV station
10259;Air Traffic Controller
10260;Anna Miller
10261;Dr. Anna Miller
10262;Cindy
10263;Colonel Donahue
10264;Maureen OHara
10265;Fisalina
10266;Fisalinas Father
10267;Gabi
10268;Friend
10269;Son
10270;Him
10271;Brother 2
10272;Brother 1
10273;Count
10274;Suzy
10275;Stepmother
10276;Tango Dancer
10277;Mabille
10278;Émile
10279;Jean Duprat
10280;Rénover
10281;Pierre Burgot
10282;Pierril Fillé
10283;Denise, the brunette handmaiden
10284;Nicolas Rodier
10285;Bernard de Fossey
10286;Satan
10287;Madre de Isabel
10288;Sra. Pregunta
10289;Mujer bar
10290;Señora Danvers
10291;Visitante Pasaje
10292;Carrie
10293;Jefe Pasaje Terror
10294;Vampira 1
10295;Padre de Isabel
10296;Marina recien nacida
10297;Chica alterne
10298;Chico discoteca
10299;Asistente 2
10300;Guradia jurado
10301;Amigo 3
10302;Mozo 2
10303;Chico Pasaje
10304;Asistente 1
10305;Voz de la radio
10306;Nightclub Owner
10307;Dulce Cuneo
10308;The Waitress
10309;Isis
10310;Fefes Friend
10311;Ballet Dancer
10312;Tootsie
10313;Fefe
10314;Baseball Player
10315;Gumersindo
10316;Mujer de Gumersindo
10317;Intrepidíssima
10318;Médica
10319;Luisa niña
10320;Manicura
10321;Ramiro niño
10322;Ángel niño
10323;Carlista
10324;Jacobo
10325;Teniente carlista
10326;Matías, padre de Inés
10327;Madre de Inés
10328;Padre di Suna
10329;Giacinto
10330;Padre di Orio
10331;Vanina Magro
10332;Suna
10333;Ione
10334;Sor María Jesús
10335;Sor Nieves
10336;Sor Gloria
10337;Iñaki
10338;Silvia Armendáriz
10339;Dixie
10340;Pixie
10341;Sor Carmen
10342;Isa
10343;Reimundo
10344;Crego
10345;Tolya
10346;Uchitel-turist
10347;Yeremej
10348;Pavel Matveyevich
10349;Zvezda
10350;Mikhel
10351;Stepanov
10352;Chapayev
10353;Predsedatel kooperativa
10354;Khozyajka doma
10355;Vasya
10356;Mustached Man
10357;Canela
10358;El Enano
10359;J.R.
10360;Tobi
10361;Anacleto
10362;Pasota
10363;Doctor Capullo
10364;Zinas assistant
10365;Petrie
10366;Anna Thompson
10367;Richards secretary
10368;Logan
10369;Zina Vanacore
10370;Willie
10371;American gangster
10372;American party guest
10373;Bret Barrett
10374;Adams
10375;Consuela
10376;West Indian party guest
10377;Coblintz
10378;Spanish party guest
10379;Ralph Richards
10380;Sicilian party guest
10381;Jessup
10382;Adam Caine
10383;Jonathan Cross
10384;General Villanova
10385;Habish
10386;French party guest
10387;Italian party guest
10388;Reardon
10389;Sensei
10390;Villanovas girl
10391;Kennedy
10392;Ben Ashir
10393;Hong Kong target
10394;D.. Francisquita
10395;Padre Inocenti
10396;Condestable
10397;Aposentador
10398;Gran dama
10399;Montero Mayor
10400;D. Cristóbal
10401;Muley
10402;El Rey
10403;La Duquesa
10404;Hermana Silvia
10405;Perrita puticlub
10406;Amigo discoteca
10407;La que canta en el puticlub
10408;La chica del perro en el puticlub
10409;Amiga discoteca
10410;Loro puticlub
10411;Amigo Raúl
10412;Padre de Silvia
10413;El novio de Silvia
10414;Chica en puticlub
10415;Amigo José Luis
10416;Propietaria fabrica ropa
10417;Amiga Silvia
10418;Invitado en presentación de libro
10419;Él mismo, piloto de F1
10420;Toro
10421;Segundo cliente
10422;Greta
10423;Ernesta
10424;Doctor Carrasco
10425;María del Carmen
10426;Octavio Trillo
10427;Pedro Luis Jarrapellejos
10428;Juan Cidoncha
10429;Madre de Ernesta
10430;Roque Jarrapellejos
10431;Gabriel Iguarán
10432;Madre de Petra
10433;Madre de Sybille
10434;Freya
10435;Modelia
10436;Stef
10437;Ángelo
10438;Marcus
10439;Thomas, Jeans friend
10440;Antoine, Jeans brother
10441;Eva, Lorraines best friend
10442;The bar owner
10443;Jay
10444;The pimp
10445;Francoise, Lorraines mother
10446;Marc Polan, Jeans master
10447;Chica contratada
10448;Tratante de blancas
10449;Pettio
10450;Ina Torrejón
10451;El León del Desierto
10452;Doble de Alfonso Guerra
10453;Amante del doble de Alfonso Guerra
10454;Marilla von Trisckar
10455;El banquero
10456;Amiga invitada
10457;El bailarín
10458;Julia Olmos
10459;Natalia de Sousa
10460;Jill Robinson
10461;Dueña pensión
10462;Arturo de Sousa
10463;Amante de Natalia
10464;Enrique Seoane
10465;Beheaded barber
10466;Pinto Gorgorao
10467;Fray Capullo
10468;Infanta doña Juana de Castilla
10469;Wilfredo el Roñoso
10470;Sir Henry
10471;Reina Isabel I La Católica
10472;Infanta doña Isabel
10473;Rey Fernando V El Católico
10474;Infante don Juan
10475;Felipe El Hermoso
10476;Conde de Cabra Nalgaloca
10477;Rey de Portugal
10478;Marqués de Priego
10479;Zoraida
10480;Duque de Medina Sidonia
10481;One Eyed Jack
10482;Gambler
10483;Dean Baker
10484;Evans
10485;Jill Prentiss
10486;Freddy Blankton
10487;Shirley Webster
10488;Papa Yul
10489;Edward
10490;Shirley
10491;Caracortada
10492;Papa Joe
10493;Amigo de Pedro
10494;Petrus
10495;Jugador de póquer
10496;Arab
10497;2nd Guard
10498;3rd Agent
10499;Capitán Casado
10500;2nd bodyguard
10501;Sam Fisher
10502;5th agent
10503;2nd agent
10504;Naval commander
10505;Embajador
10506;4th agent
10507;Diplomat
10508;Councellor
10509;Aerial acrobat
10510;McFadden
10511;Bermejo
10512;1st agent
10513;1st Bodyguard
10514;Libyan
10515;1st Guard
10516;Colonel ODonnell
10517;Inspector Antolín
10518;Inspector Arsenio
10519;Inspector Vargas
10520;Cova
10521;Customer
10522;La Chata
10523;Macarra Mayor
10524;Sansoncito
10525;Renco
10526;Poli Novato
10527;Macarra Pequeño
10528;Poli Gordo
10529;Empresario
10530;Compro-Todo
10531;Muerta Metro
10532;Gobernanta
10533;Inspector Vázquez
10534;Dr. Larruscain II
10535;Julietta
10536;Dr. Morales
10537;Manola
10538;Tachador #2
10539;Don Florencio - el maestro
10540;Viejo mudo
10541;Tachador #1
10542;Julián Casado
10543;Solita
10544;El Doctor
10545;Gringo
10546;Gallego
10547;Zorrillo
10548;Ulrrica
10549;Lagartija
10550;Arnulfo
10551;W
10552;Búho
10553;Mapache
10554;Frizo
10555;Z
10556;Koko
10557;Babo
10558;Roseta
10559;Gilberto
10560;Grako
10561;Conejo
10562;Y
10563;Hermana menor de Katy
10564;Ratón de ciudad
10565;Clyde
10566;Gilbert
10567;Chester
10568;Madre Naturaleza
10569;Abeja 5344
10570;Dafio
10571;Hermana regordeta de Katy
10572;Denisse
10573;Andrea Caracortada
10574;Reparador de puertas
10575;Chico Carretera
10576;Nicholas
10577;Kika
10578;Víctima del asesino
10579;Sami
10580;Pipa
10581;Arkan
10582;Dr. Butter
10583;Dan Robinson
10584;Kilma
10585;Tiyu
10586;Jack El Tuerto
10587;Anoé
10588;Rudolf Pangloss
10589;Kike Sandoval
10590;Entrenador Kike Sandoval
10591;Toni Bravo
10592;Ayudante Kike Sandoval
10593;Ayudante Tonio Bravo
10594;Contrincante pasado
10595;Árbitro presente
10596;Patron entrepôt
10597;Fille poursuite
10598;Travailleur grec
10599;Préposée SNCF
10600;Travailleur arabe
10601;Secrétaire patron
10602;Lagachis
10603;Josiane
10604;Lecteur train
10605;Travailleur immigré
10606;Chef de service
10607;Pampaloni
10608;Mahmoud
10609;Militaire américain
10610;Présentatrice TV
10611;Philemon
10612;Interprète conférence
10613;Chouchou
10614;Polsi
10615;Inspecteur SNCF
10616;Femme pressée
10617;Orateur conférence
10618;Militaire soviétique
10619;Cornélia
10620;Ambassadeur URSS
10621;Marceau
10622;Garçon poursuite
10623;Cartomancienne
10624;Fuselier
10625;Femme Projévitsa
10626;Tchelorek
10627;Fatso
10628;Davids father
10629;Motorcycle Punk
10630;Sylvia
10631;Grocery Store Owner
10632;Moby
10633;Intelligent Patient
10634;Mondale
10635;Laughing Patient
10636;Motorcycle Punk Leader
10637;Mobys Friend in Restaurant
10638;Matts Henchman
10639;Metronome-Clock Patient
10640;Player
10641;Writers Wife
10642;Young woman
10643;Espía
10644;Noa
10645;Vort
10646;Prisionero
10647;Gaetano
10648;Arturo Bonafé
10649;Nicki
10650;Shop keeper
10651;Giorgio
10652;Theatre Actor
10653;Room Service
10654;Bernard
10655;Max Mayer
10656;Video Technician
10657;Shoe salesperson
10658;Woman at Travel Agency
10659;Japanese Businessman
10660;Video Sales
10661;Alain Beccaria
10662;Cafe Waiter
10663;Theatre Actess
10664;Theatre Secretary
10665;Japanese Interpreter
10666;Lucien
10667;Mestra
10668;Flequer
10669;Dr. Martí
10670;Vicent
10671;Dolors
10672;Andreu
10673;Roser
10674;Tonet
10675;Don Paolini
10676;Frosina
10677;Dona Elvira
10678;Mastro Simone
10679;Contessa Isabella Spinosi
10680;Cleante
10681;Argene
10682;Mastro Giacomo
10683;Feccia
10684;Cardinale Spinosi
10685;Mastro Augusto
10686;Il papa
10687;Don Oronte
10688;Don Guglielmo
10689;Arpagone
10690;Noi iot
10691;Grup musical
10692;Pau
10693;Noi tren
10694;Lynda
10695;El ayudante
10696;Ces
10697;Ros
10698;Doctor Gras
10699;Mamá Marta
10700;Eric Baal
10701;Antonios Wife
10702;Pianist
10703;Dancer 2
10704;Female Servant
10705;Male Servant
10706;Dancer 1
10707;Criside
10708;Tito Valerio Tauro
10709;Trifone
10710;Ponzio Pilato
10711;Claudia Procula
10712;Maria di Magdala
10713;Road House Lessee
10714;Germanas Aunt
10715;Pompeo, Teresas Husband
10716;Girl in taxi
10717;Franco
10718;Maras Lover
10719;Irène
10720;Germana Gargiulo
10721;Stefano
10722;The Dying Man
10723;Marco Montefoschi
10724;Blind man #1
10725;Blind man #2
10726;Montefoschis Chauffeur Carloni
10727;Ferreri
10728;Dr. De Benedetti
10729;Arturo Sanchez
10730;Nadine
10731;Sigma
10732;Torras
10733;The Greek
10734;Prince Almalarik
10735;Aysha
10736;Bedouin Chief
10737;Une demoiselle de lAllée Raffet
10738;Lui-même au piano
10739;Inspector Stephen McCormick
10740;Zaccaria Rabajos
10741;Lady Rebecca Rosenbaum
10742;Florence Gayle
10743;Steve Barren
10744;Margie
10745;Harrys Henchman
10746;The Nun at the toilet
10747;Le chauffeur
10748;Le directeur de lhôtel
10749;Un voyou
10750;La femme du coiffeur
10751;Le coiffeur
10752;Un homme daffaires
10753;Le vieillard
10754;La standardiste
10755;Valentin
10756;Julien Blaise
10757;Madame Bertrand
10758;Germaine Blaise
10759;Monsieur Bertand
10760;M. Lafleur
10761;Gisèle Bertrand
10762;The Counts Butler
10763;Bidouille, the Poacher
10764;Mathis Vogel, aka Laforgue
10765;Malou, the deputy inspector
10766;Martines Lover
10767;Martine
10768;David Carter
10769;Inspector Tanner
10770;The Countess
10771;Rose, a sadist
10772;Gina, the Nightclub Girl
10773;The Count
10774;Maria, a sadist
10775;Pierre de Franval
10776;Señora Fonseca
10777;Panadero
10778;Belluga, el farmacéutico
10779;Doctor Fonseca
10780;Marchal
10781;Basil
10782;El Grande
10783;Lina Rey
10784;Jefe Neorologia
10785;Antón
10786;Dra. Psiquiatra
10787;Medica
10788;Joven Camilla
10789;Camillero joven
10790;Chica pelo azul
10791;Chica pelo rojo
10792;Jota
10793;Luis Alfonso
10794;Nicola
10795;Doña Leo
10796;Técnico
10797;Cliente salón de masaje
10798;Srta. Alicia López
10799;Hugo Alejandro Tarazona
10800;Novia del delegado de La Paternal
10801;Manager de Tarazona
10802;Nuño
10803;Master
10804;Luis Viveos
10805;Delegado de La Paternal
10806;Boat Captain
10807;Jonathan Perry
10808;Wilson
10809;Hotelier
10810;Linda Wilson
10811;Anita Wilson
10812;Lina Wilson
10813;Doctor Nogueri
10814;Empleado de pompas fúnebres
10815;Cora
10816;Madre de Silvio
10817;Silvio
10818;Osrain
10819;Roxelane
10820;Jesuit Padre Tebaldo
10821;Abdelmalek
10822;Akalay
10823;Sandobal
10824;Monello
10825;Sultan Ahmad al-Mansur
10826;Papa Pablo V
10827;Carlo di Palma
10828;Chica guitarrista
10829;Recluta 5
10830;Chica Camping
10831;Adolfito
10832;Bazan
10833;Madre Rachel
10834;La mejicana
10835;Lopez
10836;Amante de Rachel
10837;Rolen
10838;Amante Rachel
10839;Kian
10840;Satomi
10841;Vulko
10842;Kinga
10843;Akane
10844;Yukio Goto
10845;Count Waldemar Daninsky
10846;Irineus Daninsky
10847;Guardia real
10848;Salom Jehuda
10849;Chambelan
10850;Otton el grande
10851;Nuera 3
10852;Soldado Rey 2º
10853;Mujer Noé
10854;Rey Nenrod
10855;Noé
10856;Jafet
10857;Nuera 1
10858;Hombre del Tiempo
10859;Nuera 2
10860;Adán
10861;Soldado Rey 1º
10862;Demonio
10863;Cam
10864;Arquitecto
10865;Nieto Noé
10866;Ángel 1
10867;Tipo Rubio
10868;Sem
10869;Ángel 3º
10870;Ángel 2º
10871;Lt. Roca
10872;Polanco
10873;Escalante
10874;Lt. Basulto
10875;Gallardo
10876;Sgt. Moncada
10877;Rogello
10878;Losano
10879;Bacigalupo
10880;Vitin Luna
10881;Quispe
10882;Alcalde de Reajo del Pino
10883;Padre Antonio Bissus
10884;Paco Ventura Chapete
10885;Sra. de Cuéllar
10886;Luisa González
10887;José Lloret
10888;Los Jóvenes Estudiantes
10889;Blas
10890;Juan Camí
10891;Padre del Bosque
10892;Señor Grosero
10893;Estatua Retiro
10894;Chica clase 2
10895;Yonqui
10896;Chica Retiro
10897;Vendedor negro
10898;Chica clase 1
10899;Marinita
10900;Estrella 9 años
10901;Ana Mari
10902;Estrella 3 años
10903;Chico colegio
10904;Marilyn Arena
10905;Chico centro menores
10906;Profesora ciencias
10907;Profesor música
10908;Ciega
10909;Profesor matemáticas
10910;Tristán niño
10911;Cura del cementerio
10912;Profesor inglés
10913;Don Pascual
10914;Enfermera en el nacimiento
10915;Idiota en el cine
10916;Cop 2
10917;Ciriaco
10918;Niña comunión
10919;Viola player
10920;Lucía niña
10921;Cop 1
10922;Julietta Santigosa
10923;Pierre Santigosa
10924;D. Mariano
10925;Director Instituto
10926;Olegario
10927;Profesora de labores
10928;D. Luis
10929;Tío Juan
10930;Tío Caña
10931;Señora del bar
10932;Ambros
10933;Comprador
10934;Empleado garage
10935;Médico forense
10936;Ullóa
10937;Compradora
10938;Hombre spot
10939;Psiquiatra joven
10940;Nita
10941;Pirracas
10942;Rosse
10943;Noel
10944;Poncia
10945;Bernarda Alba
10946;Magdalena
10947;Pepe el romano
10948;Prudencia
10949;Paulova
10950;Dulcinea
10951;Mario Pontecorvo
10952;Tony Curtis
10953;Desdémona
10954;Blame
10955;Gioconda
10956;Centurio
10957;Calisto
10958;Traso
10959;Melibea
10960;Sosia
10961;Patibulario
10962;Crito
10963;Pleberio
10964;Alisa
10965;Pármeno
10966;Sempronio
10967;Elicia
10968;Celestina
10969;Areusa
10970;La chica del Mundial
10971;Claudio Tovar
10972;Rita Montesinos
10973;Dr. Ricardo Areti
10974;Al Crosby, private eye
10975;Bijou
10976;Mrs. Feldman
10977;Lida
10978;Profesor Karame
10979;Brian
10980;Terry Morgan
10981;Emir Ahmed Kalmahan
10982;Fer de Lance
10983;Clara, la morphopsychologue
10984;Rédacteur TV12
10985;Le second flic Iéna
10986;Caméraman France 3
10987;Un technicien TV12
10988;Un skateroller
10989;Le second chauffeur commando
10990;Le marin invre
10991;La voisine du bungalow
10992;Cécile
10993;Le faux vigile
10994;Le premier flic en tenue
10995;Gino
10996;Le préfet
10997;Présentatrice
10998;Un caméraman TV12
10999;Un badaud
11000;Jeannot
11001;Le second flic en tenue
11002;Stan
11003;Reporter France 3
11004;Valérie
11005;The postman
11006;Juge Vallone
11007;Flytox
11008;Le voisin du bungalow
11009;Le premier flic Iéna
11010;Le coursier TV12
11011;Un sniper
11012;Le pompiste
11013;Reporter Roissy
11014;Pigeon
11015;La réceptionniste TV12
11016;Le premier garde du corps du préfet
11017;Voisin curieux
11018;Le témoin arrêt de bus
11019;Technicien Raid
11020;Zelda
11021;Lance-flammes
11022;Le second garde du corps Vallone
11023;Le premier garde du corps Vallone
11024;Le premier chauffeur commando
11025;Jeune femme TV
11026;Jean-Pierre Bellac
11027;Un mort dans les égouts
11028;Lhôtesse Eurolines
11029;Le terroriste poseur de bombe
11030;Zlotz
11031;Une hôtesse TV
11032;Nit dAigle
11033;La concierge
11034;Une assistante TV12
11035;Le médecin
11036;Un SDF
11037;Le second garde du corps du préfet
11038;Tatiana
11039;La jeune femme avec Bellac
11040;Cyclops
11041;Double Clones #2
11042;Double Clones #4
11043;Bottle
11044;Double Clones
11045;Bogdan
11046;Helmsman
11047;Schoolchild
11048;Miette, age
11049;Stripper
11050;Miette, age 43
11051;la Pieuvre
11052;Brother Ange-Joseph
11053;Tied-up Guard
11054;Woman at her
11055;Krank
11056;Miette, age 37
11057;Krank, age 12
11058;Lune
11059;Krank, age 36
11060;Miette, age 82
11061;Brutus
11062;Ex-acrobat
11063;Tattoo Artists Wife
11064;Double Clones #5
11065;Man on the street
11066;Denree
11067;Tattoo Artist
11068;Gabriel Marie
11069;Mademoiselle Bismuth
11070;Krank, age 45
11071;Barmaid
11072;One
11073;le scaphandrier
11074;les clones
11075;Tadpole
11076;Glazier
11077;Peeler
11078;Awake Tramp
11079;Loncle Irvin
11080;Krank, age 4
11081;Spainard
11082;Miette
11083;Melchior
11084;Margarita Figa
11085;Micaela Castro
11086;Mujer1
11087;Alexandre Canals
11088;Barbero Mariano
11089;Humbert Figa
11090;Santiago Beltall
11091;Boix
11092;Joan Sicart
11093;Padre Onofre
11094;Odón Mostaza
11095;Marqués de Ut
11096;Efrén Castells
11097;Onofre Bouvila
11098;Dña. Diana María
11099;Diplomatico
11100;Madre Onofre
11101;Puncella
11102;Asistente juicio
11103;Representante asociación vecinos
11104;Sheriff Noonan
11105;Dinah
11106;Max Thaler
11107;Don Wilson
11108;Sr. Esteve
11109;Puig i Cadafalch
11110;Frederic
11111;Desarrapada
11112;Sr. Palau
11113;Sra. Vallès i Ribot
11114;Inspector Haya
11115;Alejandro Lerroux
11116;Noia rossa de la festa
11117;Enric Prat de la Riba
11118;Francesc Cambó
11119;Remei Palau
11120;Periodista de La Vanguardia
11121;Roser Palau
11122;Emiliano Iglesias
11123;Sra. Palau
11124;Mare de Rull-Artós
11125;Ramón Clemente García
11126;Sor Engràcia
11127;Doctor Robert
11128;Home valencià
11129;Ramón Maello
11130;Julián Suárez La fotógrafa
11131;Tísico
11132;Victorita
11133;Don Roque
11134;Matías Martí
11135;Don Casimiro
11136;Doña Matilde
11137;Don Ibrahim
11138;Filo
11139;Padre de Victorita
11140;Mario de la Vega
11141;Ventura Aguado
11142;Leonardo Meléndez
11143;Nati Robles
11144;Narrador final
11145;Señor de luto
11146;Jefe del edificio
11147;Rubio Antofagasta
11148;Madre de Victorita
11149;Doña Visitación
11150;Ricardo Sorbedo
11151;Pepe El Astilla
11152;Martín Marco López
11153;Tesifonte Ovejero
11154;Señorita Elvira
11155;Roberto González
11156;Consorcio López
11157;Juana de Anjou
11158;Louis of Navarre
11159;Raimundo Álvarez
11160;Vidriales
11161;Adela La coquito
11162;Actor en Tormento
11163;Charo La Corea
11164;Mujer chalet
11165;Director de Tormento
11166;Dick
11167;Actriz en Tormento
11168;Fray José
11169;Lota
11170;Sul
11171;Corcuera
11172;Faraón
11173;Gran Sacerdote
11174;Padre Calleja
11175;Millán
11176;Copero de S.M.
11177;Putifar
11178;Tarsicio
11179;Sra. Celanova
11180;Ventrilocua
11181;Ayudante TV
11182;Mujer 2ª
11183;Profesor Casanova
11184;Mujer 1ª
11185;Irlandés
11186;Antiguo jardinero
11187;Cliente de la pensión
11188;Doctor Sugranyes
11189;Comisario Flores
11190;El protagonista
11191;Isabel Peraplana
11192;Cliente del bar
11193;Hombre generoso
11194;Novio de Isabel
11195;Dandy
11196;Gallo
11197;Block
11198;Alan Novak
11199;Novak
11200;Johnson
11201;Enrique Carrillo
11202;Iñigo de Ataíde
11203;Cesar del Rio
11204;Alfred Dawson
11205;Justine Carrillo
11206;Ines
11207;El Generalo
11208;Sargento Briones
11209;M
11210;Cabo Esperanza
11211;Mayor Amor
11212;Cabo Higinio
11213;Bailarín de los títulos
11214;Dr. Salas
11215;Gardenia
11216;Cliente del relax
11217;Chica alemana del relax
11218;Chica de la banda
11219;Chica del relax
11220;Isidoro
11221;Hombre serio del lavabo
11222;Hombre del lavabo
11223;Johan
11224;Comandante Losantos
11225;Presidente de las Cortes
11226;Antonio Cortezo
11227;Padre de Begoña
11228;Albors
11229;Peña
11230;Menéndez Puyal
11231;Solana
11232;Pepe Anastasio
11233;La muerte
11234;La bruja
11235;El hombre
11236;La diosa
11237;Juan Luis
11238;Sargento de la Guardia Civil
11239;Esposa del borracho
11240;Mujer en peluquería 2
11241;Subsecretario
11242;Rafaelito
11243;Guía rusa
11244;Duquesa
11245;Mujer en peluquería 1
11246;Galindo
11247;Nun
11248;Alexander
11249;Charles
11250;Louisa
11251;Mark
11252;Mother Gautère
11253;Managing Editor
11254;Anne Crawford
11255;Mother of the kidnapped child
11256;Gypsy Witch
11257;William Grant
11258;Father Juan
11259;Susan Barnes
11260;Barnes maid
11261;Maid of the kidnapped child
11262;Simona Comodare - Mother of the first sacrificed child
11263;Mr. Barnes
11264;Cerrillo
11265;Marqués de Leguineche
11266;Padre Calvo
11267;Alsina
11268;López Carrión
11269;Viti
11270;Luis José
11271;De Prada
11272;Madre de Segundo
11273;Mercé
11274;Vera del Bosque
11275;Príncipe Korchosky
11276;Jaume Canivell
11277;Libertad Iris
11278;Castanys
11279;Marqués de Villena
11280;Isabel de Castilla
11281;Reina Madre
11282;Fernando de Aragón
11283;Manolo Flores
11284;Enrique Medina
11285;María Isabel
11286;Luis Medina
11287;Padre Ignacio
11288;Vecino joven en balcón
11289;Sargento Ortega
11290;Tocho
11291;Amigo de Juanito
11292;Bombonero
11293;Reportero de Antena 3
11294;Bandolero 2
11295;Esbirro 1
11296;Moza 2
11297;Hermana de Diego
11298;Molinero
11299;Jefe bandoleros
11300;Herminio
11301;Esbirro 2
11302;Marqués de la Florida
11303;Diego Marín
11304;Amiga de Consuelo #2
11305;Octavio Augusto
11306;Críspulo
11307;Victoria Eugenia
11308;Chencho
11309;Melita
11310;Juan, el padrino
11311;Amiga de Consuelo #1
11312;Amiga de Consuelo #3
11313;Alberto Muñoz
11314;Event guest
11315;Pons
11316;Jorge Balenyà
11317;Dona Monica Tiù
11318;Ramon Pi
11319;Delfina Foix
11320;Eladio Balenyà
11321;José Rodón
11322;Monfar
11323;Tarrass
11324;Blanche
11325;Gil Foix
11326;Agente de Bolsa
11327;Giró
11328;Mimí
11329;Emilia Llopis
11330;Galcerán
11331;Barón de Esmalrich
11332;Francisco Tió
11333;Reig
11334;Giberge
11335;Raquel Llopis
11336;Figurant
11337;Pablito Mas
11338;Montserrat Rodón
11339;Catalina Foix
11340;Paula Balenyà
