Personaje
idPersonaje;descripcion
3541;Carpata
3542;Portero salón belleza
3543;Joven músculos
3544;Duro 1
3545;Fliper
3546;Sirvienta
3547;Edmundo
3548;Duro 2
3549;Húngaro
3550;Jefe estación
3551;Empleado Marsella
3552;Duro 3
3553;Kramer
3554;Taxista 1
3555;Jugador de póker
3556;Leandro
3557;Secretaria de Leandro
3558;Turbica
3559;Anita
3560;Ana Alonso
3561;Hospital Director
3562;Celadora
3563;Padre de Antonio
3564;Vigilante del aparcamiento
3565;Jugador de cartas
3566;Ramón Ramos
3567;Electricista
3568;Falso Leon Harris
3569;Leon Harris
3570;Ayudante del Forense
3571;Isabel Harris
3572;Policía del garaje
3573;Hermano de Antonio
3574;Don Juan
3575;Mado Francina
3576;Catalina
3577;Bárbara Titana
3578;Tomeu
3579;Dr. Wassman
3580;Vicario
3581;Xima
3582;Doña María Antonia
3583;Tres Dodos
3584;Herrero
3585;Cristamilde
3586;Gondarin
3587;Rate
3588;Beatriz
3589;Basilisa
3590;Pelos
3591;Máximo Bretal
3592;Cepillo
3593;Saludadora
3594;La Encarna
3595;Luz
3596;Danglard
3597;La Polonia
3598;Street Musician
3599;Doña Asun
3600;El cabo
3601;Rorro
3602;Ganan
3603;Une miss
3604;Maryse
3605;Michèle
3606;Un client de lhôtel
3607;Marc
3608;Norbert
3609;Gus
3610;Alain
3611;La bonne soeur
3612;Le concierge
3613;Le monsieur galant au bois
3614;Gaston Dupuis, le patron
3615;Le balafré
3616;Julio Camba
3617;Mujer casada
3618;Madrastra Belmonte
3619;Calderón
3620;Mayoral
3621;Asunción
3622;Picador El Brillante
3623;Juan Belmonte
3624;Belmonte mayor
3625;Torero El Brillante
3626;Rafael El Gallo
3627;Padre Belmonte
3628;Sebastián Miranda
3629;Valle-Inclán
3630;Andrade
3631;Bernal
3632;Train Steward
3633;Dancer Boite
3634;Concierge
3635;Waiter
3636;Ugarte
3637;Valdivia
3638;Boite Owner
3639;Rebeca Osorio
3640;Howard
3641;Walter
3642;Darman
3643;Darmans Wife
3644;Polish Driver
3645;Polish Tango Dancer
3646;Luque
3647;El Profesor
3648;Matteo
3649;Berenice
3650;Prof. Huessler
3651;Angelica
3652;Girl on boat
3653;Andres Montoya
3654;Mr. Jackson
3655;Ricardo Montoya
3656;Investigador
3657;Cazador
3658;Daniela
3659;Bert
3660;Vecina Leonor
3661;Pareja Bar
3662;Maritxu
3663;Chico pareja
3664;Inspectora González
3665;Cliente peluqueria
3666;Skin
3667;Fotografía
3668;Cebo-Skin
3669;Madre Juan
3670;Uve
3671;Camarera Bar
3672;Toño
3673;Madre Maritxu
3674;Piquer
3675;Niko
3676;Alfonso la Roda
3677;Guillermo
3678;Checho
3679;Estrella
3680;Editor
3681;Romin
3682;Insp. Jefe
3683;Preso
3684;Empleado banco
3685;Encargado La Farola
3686;Director La Farola
3687;Director Banco
3688;Irene
3689;Jardinera
3690;Gardener
3691;Subinspector
3692;Conserje hotel
3693;Jefe seguridad
3694;Empleada puerto
3695;Crazy Bull
3696;Ryder
3697;White Bear
3698;The Governor
3699;Rising Sun
3700;Shining Sky
3701;Cribbens
3702;Bienaventura El Bruto
3703;Narciso
3704;Wendy
3705;Azafata Super
3706;Bilbao
3707;El tío
3708;Richard Vega
3709;Angie Roberts
3710;Mormon #1
3711;Lou Baker
3712;Roger Spivey
3713;Donnie Santana
3714;Mormon #2
3715;Vincenzo di Paramo
3716;Bad Ass Nick
3717;Yuri Grigorovich
3718;Robert Wallace
3719;Bonnie Dimmick
3720;Armand
3721;Ingrid
3722;Louise
3723;Madame Jean
3724;Monsieur Lambert
3725;Jacques
3726;Madame Lili
3727;Blanca Madison
3728;Eddie
3729;Candelaria
3730;La Mujer del Pañuelo Rojo
3731;Madre de Luci
3732;Víctor Ventura
3733;Madre de Víctor
3734;Angela
3735;Madre de Raúl
3736;Operario de la Linea Caliente
3737;Belvedere
3738;Padre de Luci
3739;Cirujano Plástico
3740;Bill
3741;Padre de Victor
3742;Debra Reynolds
3744;Oswaldo
3745;Lucy
3746;Sheila Crawford
3747;Tanya
3748;Actor en el video del Casting
3749;Director del Casting
3750;Amanda
3751;Trovero
3752;Cantaor
3753;Cuerpo de Baile
3754;La Madre
3755;Leonardo
3756;La Novia
3757;El Novio
3758;Voz locutora de radio
3759;Cliente
3760;Intruso
3761;Peatón
3762;Gerardo
3763;Guarda seguridad
3764;Voz locutora Policía
3765;Yonkie
3766;Chico Pub
3767;Luca Squarcina
3768;Doctora Fuentes
3769;Prostituta 1
3770;Prostituta 2
3771;Chica Pub
3772;Tía de Ángel
3773;Tinina
3774;Monitor
3775;Mabel
3776;Novia
3777;Madre de Ángel
3778;Mauricio
3779;Srta. Marta
3780;Tristán
3781;Sebastiana
3782;Dependienta
3783;Sr. Amat
3784;Revisor
3785;Xenia
3786;Fyodor
3787;Marina Mnichek
3788;Linnocent
3789;Pimène
3790;Andrej Scelkalov
3791;Laubergiste
3792;Grigory
3793;Boris Godounov
3794;Le prince Chouisky
3795;Le moine Grigori
3796;Rangoni
3797;Varlaam
3798;Als Girlfriend
3799;Al Pereira
3800;Lina
3801;Praying Man 1
3802;Terry
3803;Young Sailor
3804;Ugly Man
3805;Dodo McNeill
3806;Radio Operator
3807;Man on Boat
3808;Glasgow Doctor
3809;Pits
3810;Sybilla
3811;Priest
3812;Man on Bus
3813;Boy in Film
3814;Man at Lighthouse
3815;Praying Man 2
3816;Sadistic Sailor
3817;Praying Man 3
3818;Grandfather
3819;Presenter
3820;Police Officer 1
3821;Pim
3822;Dr. Richardson
3823;An Elder
3824;Chairman
3825;Jan Nyman
3826;Police Officer 2
3827;Bess McNeill
3828;Hombre flores
3829;Hombre perro
3830;La Coneja
3831;El Paquete
3832;Mujer de la heladería
3833;Hombre 3
3834;Marido de Virginia
3835;Cerrajero
3836;Hombre de la heladería
3837;Agripina
3838;Roquemada
3839;Julisa
3840;Cándida
3841;Valentino
3842;Florencia
3843;Calixto
3844;Mara
3845;Vicentino
3846;Don Lope
3847;Madre de Adriana
3848;Falso párroco de Brumal
3849;Adriana Lamurta
3850;Brácula
3851;Conde Drácula
3852;Arnaldo Daviñón
3853;Barón
3854;Baronesa
3855;Señoría Ilustrísima, Mago Negro
3856;Voz oyente 2
3857;Ester
3858;Presentador Informativo
3859;Presentador Nochevieja
3860;Festero
3861;Amigo de Juan
3862;Semental
3863;Locutor de radio
3864;Psicóloga
3865;Escritor
3866;El monstruo
3867;Astrid
3868;Señorita
3869;Doctor Frankenstein
3870;Quasimodo
3871;El Hombre Lobo
3872;Guia del museo
3873;Señorita Sara
3874;El Hijo de Drácula
3875;Miguel Despecho
3876;Octavi
3877;Josep
3878;Joan
3879;Rodolf
3880;Àlex
3881;Marcel
3882;Mike Haddon
3883;Isela
3884;Bonardis
3885;Mark Spencieri
3886;Denise Marciano
3887;Bender
3888;Theo
3889;Cullen
3890;Hassan
3891;Bulímico
3892;Esposa
3893;Abd-El-Krim
3894;Il prete
3895;Mustafà - il mago
3896;Madre di Burro
3897;Lattore del film
3898;Burro
3899;Katarina
3900;Baguira
3901;Don Cosme
3902;Mari Carmen
3903;Polilla
3904;Siniestra
3905;Copo
3906;Carlines
3907;Julito
3908;Quini
3909;Perico
3910;Facha
3911;Dori
3912;Ombasi
3913;Jessy
3914;Uta
3915;Yambo
3916;Settimio
3917;La Capretta
3918;Flavio
3919;Mamma Greta
3920;Ugo
3921;Mina Bambola
3922;Furio
3923;Poper
3924;Director general
3925;Rodolfo Valentino
3926;Director
3927;Peralta
3928;Boxeador
3929;Cerdito
3930;Lilly LAmour
3931;Miope
3932;Giovanna
3933;Barritore dasta
3934;Le juge
3935;Le notaire
3936;Padre di Violetta
3937;Violetta
3938;Sveva
3939;Jolinka
3940;Le vétérinaire Muggione
3941;Terence
3942;Adelaide Ferretti
3943;Angus
3944;Camillo Fumagalli
3945;Baroness
3946;Meg
3947;Archibald Trenton
3948;Josephina
3949;Mercader 2.
3950;Alzira
3951;Mariola
3952;Carnicero
3953;Mercader 1.
3954;Carretero
3955;Pánfilo de Narváez
3956;Indian Singer
3957;Castillo
3958;Spanish Drummer
3959;Dead Girl
3960;Lozoya
3961;Alvar Núñez Cabeza de Vaca
3962;Avavar Dancer
3963;Shipwrecked Man
3964;Anciana Avavar
3965;Young Iguase Indian
3966;Avavar Indian
3967;Malacosa
3968;Dorantes
3969;Woman in Giants Village
3970;Man in Armor
3971;Sorcerer
3972;Avavar Guard
3973;Young Soldier
3974;Wounded Indian
3975;Iguase Chief
3976;Witch Doctor
3977;Dweller in Boating Village
3978;Aide de Camp
3979;Alcaraz
3980;Araino
3981;Cascabel
3982;Giant
3983;Cart Driver
3984;Estebanico
3985;Body in Spanish Chest
3986;Esquivel
3987;Fray Suárez
3988;Prima
3989;Don Cayetano
3990;Guardia Civil
3991;Toñi
3992;Polaca
3993;Señor
3994;McCulver
3995;Maestro Armas
3996;Porky
3997;Nati
3998;Ameli
3999;Encagado
4000;Carnes
4001;Morena
4002;Nazario
4003;Trujillo
4004;Azevedos Mistress
4005;Ortalora
4006;The Colonel
4007;Ulpiano
4008;Madam
4009;Azevedo Bandeira
4010;Mocho
4011;Álex
4012;Empleado transportes
4013;Ascensión
4014;Tío de Pablo
4015;Berta
4016;Portera 1
4017;Matón 2
4018;D. Antonio
4019;Portera 2
4020;Matón 1
4021;Nelson
4022;Mr. Preston
4023;Willy Preston
4024;Southern soldier
4025;Helen Preston
4026;Father
4027;Michael California Random
4028;Mrs. Preston
4029;Rope Whittaker
4030;Yasmin
4031;Gary Luke
4032;Full
4033;Eric Plummer
4034;Don Esteban
4035;Dueño Compañía
4036;Doña Andrea
4037;Ejecutivo
4038;Reynaldo
4039;Voice
4040;Mimi
4041;Turista
4042;Susy
4043;Mr. Larrinaga
4044;Delincuente
4045;Cacho
4046;Rigla
4047;El hombre escayolado
4048;Rubén
4049;Cajera
4050;Empleada
4051;Inspector Vallejo
4052;Empleada de la Agencia de Viajes
4053;Alvaro
4054;Nina
4055;Mrs. Larrinaga
4056;Nono
4057;Irigoyen
4058;Tatin
4059;Contractor
4060;Ramiro
4061;Encargada lavabos
4062;Librera
4063;Director Coro
4064;Rafita
4065;Chico Coro
4066;Militar 2
4067;Señor del periódico
4068;Maderero 3
4069;Maripi
4070;Extranjera 2
4071;Militar 1
4072;Padre Soto
4073;Charlatán tren
4074;Lilí
4075;Extranjera 1
4076;Condesa
4077;Viuda tren
4078;Moribundo
4079;Viúdo tren
4080;Militar 3
4081;Marinero
4082;Maderero 2
4083;Gurú
4084;Hombre Sado-Maso
4085;Maderero 1
4086;José María
4087;María José
4088;Doña Pilar
4089;Director del Instituto
4090;Madre de José María
4091;Durán
4092;Cliente del restaurante
4093;Bibí
4094;Novio de Doña Pilar
4095;El chulo
4096;El borracho
4097;Padre de José María
4098;Dr. Volpini
4099;Madre de Adela
4100;Guitarrista
4101;Bailaor
4102;Bailaora
4103;Adolfo OGorman
4104;Ladislao Gutiérrez
4105;Eduardo OGorman
4106;La Perichona
4107;Monsignor Elortondo
4108;Camila OGorman
4109;Commandant Soto
4110;Joaquina OGorman
4111;Bakalaero I.
4112;Tortilla
4113;Doctor Callman
4114;Claudia Pereira
4115;Alfredo Pereira
4116;Raden
4117;Eva Esteban
4118;Tío
4119;From Los Tarantos
4120;From Morena Clara
4121;Don Pablo, el alcalde
4122;José Churruca
4123;Carmen Vargas
4124;Madre Teresa
4125;Don José
4126;Sor Marcela
4127;Madre Vicaria
4128;Maestra de Novicias
4129;Madre Juana de la Cruz
4130;Madre Tornera
4131;La hija pequeña
4132;Doña Flori
4133;Empleado pompas
4134;La abuela
4135;Funerario
4136;La hija mayor
4137;El hijo
4138;Ejecutivo 2º
4139;Monaguillo
4140;Domesticador
4141;Tía Lina
4142;Dentista
4143;Ejecutivo 1º
4144;Dany
4145;Empleado tienda can
4146;Eloísa
4147;Caperucita
4148;Juan Lobo
4149;Lechuza
4150;Honorio
4151;Adjutant
4152;Col. Ruiz
4153;Masferrer
4154;Vergés
4155;Capità Escalaborns
4156;Jaraba
4157;Vilanova
4158;El Borni
4159;Dr. Castells
4160;Pare de Marina
4161;Bufo
4162;Ribes
4163;Dominga
4164;Moisés
4165;Lutero
4166;Paralítico
4167;Hilario
4168;Magda
4169;Al Costa
4170;Racing Official
4171;Janice
4172;Eli Wronsky
4173;Paul
4174;Kirby
4175;Cocinero
4176;Loles
4177;Miguel Ángel
4178;Madariaga
4179;Mecánico
4180;Acacia
4181;Padre de Angélica
4182;Doncella
4183;Doctor Rivera
4184;Laly
4185;Enfermera Doctor Rivera
4186;Angélica
4187;Gina
4188;Figurante
4189;Formadora
4190;Rosa Bosch
4191;Vicepresidente de la British Wondernapking
4192;Primera ministra británica
4193;Dios
4194;Colombia Blanca
4195;Becky Jarman
4196;David Leboucher
4197;Técnico Nuevo Olé
4198;Otra mujer
4199;Acordeonista
4200;Trabajadora de Wondernapking
4201;Papa de Roma
4202;Presidenta
4203;Mama de Roma
4204;Mujer televisión
4205;Vaquero
4206;Mujer morena
4207;Ama de casa catalana
4208;Intrepidísima
4209;Asistente Presidenta
4210;Gorgeous Genovese
4211;Andrea de Washington
4212;Líder de las mujeres
4213;Marido infiel de Gorgeous
4214;Parker
4215;Jefa de seguridad
4216;Vendedora de Ostranina
4217;Crítico de cine
4218;Diosa
4219;Nettie Zuloaga
4220;Madre de Laura
4221;Renato
4222;Carmelo
4223;Brigadista
4224;Witness for Peace
4225;George Lennox
4226;Carlas Family #1
4227;Hospital Sister
4228;Carlas Family #2
4229;Keyboard Player
4230;Carlas Family #3
4231;Bradley
4232;Carlas Family #4
4233;Maureen
4234;Carlas Family #5
4235;Sammy
4236;Carlas Mother
4237;Harry
4238;Carlas Family #6
4239;Carlas Family #7
4240;McGurk
4241;Carlas Family #8
4242;Vocals
4243;Carlas Family #9
4244;Carlas Family #10
4245;Warden
4246;Eileen
4247;Douglas Hilton
4248;Miss Lillian Coleman
4249;Sargento Harris
4250;Ethel Hilton
4251;Miss Christie Coleman
4252;Margaret Watt
4253;Fred
4254;Carlota Cavendish
4255;Velda
4256;Dr. Watt
4257;Artistas invitados
4258;Dancers
4259;Pepa Flores
4260;Escamillo
4261;Guitarristes
4262;Cantaores
4263;Pepe Girón
4264;Lofficier duelliste
4265;Bald Man
4266;Hotel Doorman
4267;Aline
4268;Thief
4269;King Momo
4270;Beto
4271;Taxi Driver 1
4272;Taxi Driver 2
4273;Conductor del autobús
4274;Doña Centro de Mesa
4275;Isabel Plaza Caballero
4276;Jugador de baloncesto sobre silla de ruedas
4277;Víctor Plaza
4278;Sancho
4279;Amy
4280;Temporero
4281;Chica de la playa
4282;Criadita
4283;Amengol
4284;Tía Elvira
4285;Tía Rosita
4286;Tía de Paquita
4287;Adminsitrador
4288;Tío José
4289;Hermano Ramón
4290;Luisito
4291;Tío Jorge
4292;Don Nicolás
4293;Funcionario
4294;Tía Cristina
4295;Churri del billar
4296;Boy playing parchis
4297;Portero cine
4298;Empleado gasolinera
4299;Guardia Civil 1
4300;Antonio Lozano
4301;Agente Judicial
4302;Jugador de billar
4303;Deborah
4304;Winston
4305;Funcionario jefe
4306;Marañón
4307;Padre Apellániz
4308;Don Agustín
4309;Madre Margarita
4310;Madre Mariana
4311;Criada 2ª
4312;Alguacil
4313;Criada 1ª
4314;Madre de Don Agustín
4315;Jerónimo
4316;Prostitute 1
4317;Pueyo
4318;Progreso
4319;Mainar
4320;Angy
4321;Sesé
4322;Noi
4323;Dona jove
4324;Home gran
4325;Home vell
4326;Home
4327;Noia
4328;Dona vella
4329;Dona
4330;Home jove
4331;Dona gran
4332;Nen
4333;Andrés Chozas
4334;Luciano Guerrero
4335;Viejo Conde
4336;Sargento
4337;Celestino
4338;Administrador
4339;Hombre rico
4340;Moriones
4341;La Negra
4342;Nicolás
4343;Conde
4344;Dante
4345;Matón lavabos
4346;Chico en juzgados
4347;Funcionaria de la prisión
4348;Amante de Isabel
4349;Madre de César
4350;Director de la prisión
4351;Rosa Di Maggio
4352;Father of Carletto
4353;Dr. Natal
4354;Don Bottazzi
4355;Dario Di Maggio
4356;Picci
4357;Carletto Morosini
4358;Gustavo Bottesini
4359;Second wife of Bottesini
4360;Lisetta
4361;Antonio Di Maggio
4362;Father of Lisetta
4363;Assunta, mother of Fernando
4364;Katia
4365;Monika
4366;Nora
4367;Gordon
4368;Lynn
4369;Comisario Molino
4370;Anita the dancer
4371;Manco
4372;Holandés
4373;Ayudante de Crespo
4374;Serafín
4375;Podrido
4376;Farmaceútica
4377;Perista
4378;Crespo
4379;Sevillano
4380;Nano
4381;Maika
4382;Padre de Maika
4383;Interviewer
4384;Cronometrador
4385;Anticuario
4386;Gabriela
4387;Internada 1ª
4388;Segundo
4389;Jesus
4390;Humberto
4391;Pelusa
4392;Cesar
4393;Lizardo
4394;Veronica
4395;Elcira
4396;Solis
4397;Ortega
4398;Tomas
4399;Albanil
4400;Madre Pepi
4401;Juani
4402;Chari
4403;Juan El Legionario
4404;Loli Super girl
4405;Melliza
4406;Gali
4407;Madre Caín
4408;Cocacolo
4409;Cristóbal
4410;Puskas
4411;Mondongo
4412;Titi
4413;Pepi
4414;El tonto
4415;Caín
4416;Tío Mellizo
4417;Padre Caín
4418;Felicísimo
4419;Madre Antoñito
4420;D. Cuco
4421;Mellizo
4422;Antoñito
4423;General Vives
4424;Madre de Leonardo
4425;Uribe
4426;Araceli Palomeque
4427;Recepcionista Hotel Calderón
4428;Doña Rosario
4429;Revisor del tren
4430;Daniel Martínez
4431;Sr. Contreras
4432;Jefe de estación
4433;Antonio González García
4434;Hermano de Cristina
4435;Camionero 1
4436;Chica empaquetadora 3
4437;Cinta Vidal
4438;Juana la loba
4439;Puta barra
4440;Chica empaquetadora 4
4441;Modista
4442;Camionero 4
4443;Féculas
4444;Mirindas
4445;Vecina de pueblo 3
4446;Chico Autoestop
4447;Camionero 3
4448;Vecina del pueblo 2
4449;Camionero 2
4450;Cura radio
4451;Clienta zapatería
4452;Vecina del pueblo 4
4453;Chona
4454;Vecina del pueblo 1
4455;Chica autoestop
4456;Oyente programa de radio
4457;Chica empaquetadora 2
4458;Marta Nevares
4459;Simón El Marinero
4460;Jorge Méndez
4461;Blanca Serrador
4462;Alberto Durán
4463;Héctor Ross
4464;Encarnación - madre de Conchita
4465;Manolita
4466;Edouard
4467;Isabelle
4468;Conchita
4469;La femme qui reprise dans la vitrine
4470;Un voyageur
4471;Conducteur
4472;Portier
4473;Ballerine
4474;Deporting Policeman
4475;Mathieu
4476;Psychologist
4477;El Morenito
4478;Sects Member
4479;Jadiner
4480;Femme dans le train
4481;Hombre de lavabos
4482;Gustavo
4483;Directora
4484;Camarero japonés
4485;Director Spot
4486;Pablo Cires
4487;Lucia
4488;Pintor Galeria
4489;Blazquez
4490;Estudiante
4491;Profesora
4492;Lino
4493;Chica Charlie
4494;Agente Inmobilaria
4495;Mariló
4496;El Policía
4497;Recepcionista El Edén
4498;Zabú
4499;La Profesora
4500;Romero
4501;Madame Club Siempre
4502;Bambi
4503;Roca
4504;Pauli
4505;Cosme
4506;Jacinto
4507;Florito
4508;Chechu
4509;Tedy
4510;Marusa
4511;Perro
4512;Mendigo 2
4513;Brujos
4514;Guardaespaldas 1
4515;Turco
4516;Pinto
4517;Guardaespaldas 2
4518;Skin 1
4519;Madre Pelao
4520;Pandillero
4521;Hombre de luto
4522;Azul
4523;Padre Miguel
4524;Mujer de luto
4525;Mendigo 1
4526;Pelao
4527;Policía Municipal
4528;Skin 2
4529;Cuevas
4530;Man
4531;Héctor Franz
4532;Man in casting
4533;Lena
4534;Cirujano clínica
4535;Estúpido 5
4536;Estúpido 2
4537;Chispita
4538;Portero apartamentos
4539;Estúpido 1
4540;Presentadora Radio Intercontinental
4541;Einstein
4542;Abogado
4543;Gemela
4544;Padre Anselmo
4545;Abuelo de Chispita
4546;David Puñe
4547;Jefe de la banda
4548;Estúpido 4
4549;Presentadora TV
4550;Estúpido 3
4551;Javier Tazo
4552;El Muertes
4553;Amiga de Magda
4554;Padre de Magda
4555;Farmacéutico
4556;Invitada chalet
4557;Madre de Magda
4558;Dueña chalet
4559;Ivonne
4560;El Jato
4561;Diputado
4562;Truck Driver
4563;Brigitte
4564;Emily
4565;Antoinette
4566;Patrick
4567;Christina
4568;Indian Girl
4569;Haranas Wife
4570;Lord Guarco
4571;De Torres
4572;Tomas de Torquemada
4573;King John
4574;Escobedo
4575;Harana
4576;Isaac
4577;Martin Pinzon
4578;Sailor in Tavern
4579;Alvaro Harana
4580;Diego Age 11
4581;Bives
4582;Nobleman
4583;Rodrigo de Triana
4584;Inquisitors Spy
4585;De La Cosa
4586;Chios Mapmaker
4587;Fra Perez
4588;Chios Vendor
4589;Terreros
4590;Morales
4591;Indian Guide
4592;Diego Age 8
4593;1st Alguazil
4594;Joseph
4595;Alcalde of Malaga
4596;Healthy Prisoner
4597;Indian Chieftain
4598;Indian Brave
4599;Monsignor Camos
4600;King Ferdinand
4601;First Mate of Pinta
4602;Benjamin
4603;Roldan
4604;Queen Isabella
4605;Vicente Pinzon
4606;Director of Adieu Bonaparte
4607;Himself - Directer of Lucio Silla
4608;Cast of Lucio Silla, Giunia, soprano
4609;Cast of Lucio Silla
4610;Cecilio, mezzo-soprano
4611;NCV
4612;Narradora
4613;Falsa NCV
4614;Setero
4615;Txipanga Bolinaga
4616;Ciclista
4617;José Pamplona
4618;Muerto
4619;Secretaria de ventas
4620;Julián Pintos
4621;Punk
4622;Jefe de ventas
4623;Mujer de Julián
4624;Ninfómana
4625;Chica 2
4626;Xavi
4627;Chica de la biblioteca
4628;Mutante
4629;Segunda víctima
4630;Profesor Serres
4631;Alquimista
4632;Raul
4633;Repartidor
4634;Comensal
4635;Nicasio
4636;Sigmund Kraus
4637;Aurelio García
4638;Herman Keller
4639;Eulalia Berenguer
4640;Eduardo Jiménez
4641;Doctor Ibáñez
4642;Petrus Lamb
4643;Hombre con muletas
4644;Deputy Sheriff
4645;Jeff
4646;Mary Ann
4647;Cal Caligola Foster
4648;Henry Jack Pullitzer
4649;Onion Stark
4650;Nerone Foster
4651;Terrateniente
4652;Villain with Sunglasses
4653;Oblò
4654;Oblòs friend
4655;Cira
4656;Hombre sevillano
4657;Betancourt
4658;Commissioner
4659;D. Miguel
4660;Vagabond
4661;Flores
4662;Milo
4663;Badal
4664;Chucho
4665;Padre Gatica
4666;Monja Alferez
4667;Clara Valverde
4668;Tito
4669;Kellerman
4670;Gladys
4671;Don Alfonso
4672;Villanueva
4673;Don Rafael
4674;Mari Luz
4675;Srta. Laura
4676;Ray
4677;Corso
4678;Squizo
4679;Moro
4680;Mamón
4681;TV Newscaster
4682;Highschool Teacher Guida
4683;Husband in Restaurant
4684;Girl in Pool
4685;Tânia
4686;Fireman
4687;Goon #1
4688;Highschool Teacher Luis
4689;Lady in BMW Mini
4690;Rui
4691;Dogue - the dog
4692;Mendes
4693;Father of Child in BMW Mini
4694;Engineer Lopes
4695;Goon #2
4696;Henrique
4697;Ema
4698;Dr. Távora
4699;Companys Manager
4700;Fireman Vasco
4701;Castro
4702;Rural Police Sergeant
4703;Fisherman
4704;Highschool Teacher Costa
4705;Thief in Supermarket
4706;Julie
4707;Child in BMW Mini
4708;Highschool Teacher Maria Dias
4709;Sequeira
4710;Natália
4711;Waiter in Restaurant
4712;Nuno - Jorges Nephew
4713;Wife in Restaurant
4714;Patrona
4715;Herminia
4716;Gay 1.º
4717;Empleador
4718;Embarazada
4719;Pirri
4720;Sebas
4721;Parola
4722;Comadrona
4723;Madre de José
4724;Tatuado
4725;Comadrona ilegal
4726;Colza
4727;Gay 2.º
4728;Estanquero
4729;Tío Antonio
4730;Novio de Lucía
4731;Tía Isabel
4732;María Jesús
4733;Manoli
4734;Axter
4735;Don Luis Carrero Blanco
4736;Pocholo
4737;Abilene
4738;H.H. Hart
4739;Polk
4740;Pike
4741;Doña Pura
4742;Don Arturo
4743;Hombre en tienda compra-venta
4744;Pepita
4745;Luis María de Ostolaza
4746;Divorciada
4747;Mireya
4748;Martí
4749;Ayudante detención Companys
4750;Agente que quita la placa
4751;Contacto de Carmen Ballester
4752;Ramona Companys
4753;Vocal ponente del tribunal
4754;Ministro del Interior de Francia
4755;Dr. Anguera
4756;Fortuny
4757;Teniente de Guardia Civil
4758;Brigada de Guardia
4759;Señora de la cola
4760;Miquel
4761;Político
4762;Miembro del Tribunal
4763;Salvador Seguí
4764;Lluís Companys
4765;Embajador español
4766;Juez instructor
4767;Presidente del tribunal
4768;Carmen Ballester
4769;Irraca Pastor
4770;Centinela celda Companys
4771;Pérez Madrigal
4772;Secretary at the german embassy in paris
4773;Oficial de la Frontera
4774;Francesc Layret
4775;Fiscal
4776;Azaña
4777;Ildefons
4778;Conseller de Gobernación
4779;Pablote
4780;Tobías
4781;Padre Parra
4782;Mujer de Rosalino
4783;Gabrielito
4784;Balbina
4785;Nolasco
4786;Rosalino Camacho
4787;Juan Crisóstomo Bodas, El Chueco
4788;Coronel Vergara
4789;Rosa Benilde
4790;José Rafael
4791;Pitón de Rifle
4792;Excursionista
4793;Sr. Cuajo
4794;Ascen
4795;Angelín
4796;Hermano Juan
4797;Cervantes
4798;Sor Angustias
4799;Ciego jefe
4800;Padre Juan
4801;Músico
4802;Hombre casino
4803;Sor Recadista
4804;Felipe II
4805;General a caballo
4806;Fraile Pelón
4807;Cocinera grande
4808;Cura progre
4809;Viriato
4810;Colón
4811;Otro ciego
4812;Tía María
4813;Doña Amparo
4814;Sor Pastillas
4815;Chófer furgoneta
4816;Liliana
4817;Cocinera mediana
4818;Satanás
4819;Isabel la Católica
4820;Fernando el Católico
4821;Papa Luna
4822;Don Jaime I
4823;Amigo Juan
4824;Cocinera chica
4825;Romano
4826;Hombre bigotito
4827;Enterrador
4828;Casinero
4829;Monja Santa
4830;Don Pelayo
4831;Agustina de Aragón
4832;Juana la Loca
4833;Guardia Romerales
4834;Cabo Contreras
4835;Beatrice
4836;Young Pietro
4837;Ghisola
4838;Young Ghisola
4839;Bambina del coro
4840;Domenico
4841;Pietro
4842;Rebecca
4843;Cicciosodo
4844;Berto
4845;The Composer
4846;Enterrado nº1
4847;Enterrado nº2
4848;Salvador
4849;Matón 3º
4850;Matón 2º
4851;Contacto
4852;Matón 1º
4853;Obrero 1º
4854;Obrero 2º
4855;Epifanio
4856;Rodolfo Ortiz
4857;Asesino a sueldo
4858;Informador
4859;Presidente Consejo
4860;Obrero 3º
4861;Obrero 4º
4862;Candy
4863;Kathy
4864;Josefina
4865;Santiago
4866;Sacrificial Victim
4867;Fado
4868;Ilias
4869;Mace
4870;Zora
4871;Girl Ilias Saves from Snake
4872;Ocron
4873;Adela.Marta
4874;Muller
4875;Neno
4876;Vázquez
4877;Ruda
4878;Capo
4879;Anabel niña
4880;Barman del Continental
4881;Artemio
4882;Gonçalves
4883;Ada
4884;Anabel
4885;Otálora
4886;Contrabandista
4887;Sirvienta 2
4888;Meiga
4889;Benjamín
4890;Cestero
4891;Sinda
4892;Monje 2
4893;Posadera
4894;Monje 1
4895;Abate
4896;Sirvienta 1
4897;Posadero
4898;Monje 3
4899;Madre de Rosario
4900;Madre de Ana
4901;Colorao
4902;Padre de Ana
4903;Joven Pescador
4904;Ayudante
4905;Petersen
4906;Jefe Buccador
4907;Ayudante de dirección
4908;Suso
4909;Seve
4910;Pool Party Girl
4911;Jean-Claude
4912;Commercial Asst.
4913;Magazine Photographer
4914;Frank Newley
4915;Christopher Newley
4916;Delivery Man
4917;Diana Newley
4918;Alley Daniels
4919;Marcea
4920;Dr. Navarro
4921;Justine
4922;Don Arcadio
4923;Dona Luz
4924;Inspector de policia
4925;Enfermera tocólogo
4926;Cliente 1
4927;Tocólogo
4928;Anciano
