Obra
idObra;titulo;fechaProduccion
1039;Los unos y los otros;1994
1040;Luar;1992
1041;Luces da cidade;1989
1042;Luna de miel;1992
1043;Luna de verano;1990
1044;Luz roja;1995
1045;Lápiz y papel;1981
1046;Línea 900;1991
1047;Línea de América;1993
1048;Lúa nova;1986
1049;Madrid directo;1993
1050;Mag magazine;1988
1051;Magacine;1996
1052;Magia potagia;1988
1053;Magia, humor y fantasía;1994
1054;Maite - La serie;1998
1055;Makinavaja;1995
1056;Malalts de tele;1997
1057;Mamma mía;1999
1058;Mamá quiere ser artista;1997
1059;Mando a distancia;1989
1060;Mano a mano;1981
1061;Manos a la obra;1997
1062;Mar a mar;1991
1063;Mar de dudas;1995
1064;Maravillas 10 y pico;1996
1065;Mare i fill, societat limitada;1980
1066;Mareas vivas;1998
1067;Maridos y mujeres;1997
1068;Marie-Galante;1992
1069;Marielena;1994
1070;Maroons, Journey of the Castaways;1998
1071;Maroons: La ruta de los Naufragos;1999
1072;Marta sempre, Marta tothora;1984
1073;Matraca no!;1989
1074;Mayor y menor;1990
1075;Mayores sin reparos;1997
1076;Mañana serán estrellas;1993
1077;Mañanas de primera;1996
1078;Me alquilo para soñar;1992
1079;Me lo dijo Pérez;1999
1080;Mecanoscrit del segon origen;1985
1081;Media naranja;1986
1082;Mediterráneo;1999
1083;Megahit;1997
1084;Memorias del cine español;1978
1085;Menos lobos;1992
1086;Menudas estrellas;1995
1087;Menudo es mi padre;1996
1088;Menudo show;1995
1089;Mesa de redacción;1993
1090;Mesa reservada;1988
1091;Metrópolis;1985
1092;Mi no comprender;1977
1093;Mi querida España;1994
1094;Miguel Servet, la sangre y la ceniza;1988
1095;Mikimoto club;1989
1096;Mil paraules;1991
1097;Milagro en casa de los López;1997
1098;Millennium;1996
1099;Mimi and Mr. Bobo;1999
1100;Mino;1986
1101;Mira 2;1991
1102;Mira quen vén;1990
1103;Mira quien viene esta noche;1997
1104;Mirador de los deportes;1980
1105;Miralls;1999
1106;Miramar;1977
1107;Mis terrores favoritos;1981
1108;Mission Top Secret;1994
1109;Misteri;1983
1110;Misterios sin resolver;1993
1111;Mitomanía;1995
1112;Modelo para armar;1997
1113;Moderato cantabile;1992
1114;Mofli, el último koala;1986
1115;Molt personal;1992
1116;Molt personal;1999
1117;Moltes gràcies;1993
1118;Momentos;1986
1119;Moros y cristianos;1997
1120;Mortadelo y Filemón;1994
1121;Mucha marcha;1996
1122;Muerte a destiempo;1990
1123;Mujeres en la historia;1995
1124;Mujeres insólitas;1977
1125;Mundo noche;1978
1126;Musical express;1980
1127;Musical popular, cita con;1980
1128;Musiqueando;1977
1129;Musiquísimos;1987
1130;Muy personal;1987
1131;Máis alá;1986
1132;Máis Ozono;1990
1133;Más allá;1976
1134;Más estrellas que en el cielo;1988
1135;Más madera;1998
1136;Más que amigos;1997
1137;Más que palabras;1995
1138;Más vale prevenir;1979
1139;Médico de familia;1995
1140;Mírame;1999
1141;Mójate;1995
1142;Móntatelo;1994
1143;Música sí;1997
1144;Música y estrellas;1976
1145;Música, maestro;1981
1146;Na casa en domingo;1993
1147;Na casa;1992
1148;Nada es para siempre;1999
1149;Nadie es perfecto;1995
1150;Narradores;1991
1151;Nazca;1990
1152;Negro sobre blanco;1997
1153;Neu pols;1999
1154;Ni a tontas, ni a locas;1989
1155;Ni contigo ni sin tí;1998
1156;Ni en vivo ni en directo;1983
1157;Ninette y un señor de Murcia;1984
1158;Nissaga de poder;1996
1159;Nissaga lherència;1999
1160;Nit darts;1998
1161;Nit en blanc;1999
1162;No me cortes;1993
1163;No me lo puedo creer;1994
1164;No passa res!;1987
1165;No sé bailar;1992
1166;No sé què em passa;1994
1167;No te lo pierdas;1990
1168;No te olvides el cepillo de dientes;1995
1169;No te rías, que es peor;1990
1170;No veas;1997
1171;Noche de coplas;1998
1172;Noche de fiesta;1999
1173;Noche de impacto;1998
1174;Noche de lobos;1991
1175;Noche espectacular;1994
1176;Noche, noche;1993
1177;Noches de gala;1993
1178;Noite de estrelas;1989
1179;Noite espectacular;1993
1180;Nosolomúsica;1999
1181;Nosotros;1982
1182;Nostromo;1997
1183;Nova ficció;1996
1184;Novel·la;1979
1185;Nuestra Europa;1989
1186;Nuestra semana;1986
1187;Nunca es tarde;1984
1188;Nunca es tarde;1995
1189;Nunca se sabe;1986
1190;Néixer és cosa de tres;1996
1191;Número 1;1987
1192;Número uno;1995
1193;Números rojos;1999
1194;O campo de atrás;1987
1195;O mellor;1986
1196;O noso agro;1989
1197;O noso mar;1995
1198;O que vai vir;1992
1199;O semanal;1995
1200;O veciño dos xoves;1987
1201;Objetivo indiscreto;1992
1202;Objetivo nosotros;1975
1203;Objetivo;1981
1204;Oceano;1989
1205;Ocúpate de Amelia;1984
1206;Oh! Europa;1994
1207;Oh, Bongònia!;1987
1208;Oh, Espanya!;1996
1209;Oliana Molls i lastàleg de bronze;1985
1210;Olé tus videos;1991
1211;Opinión pública;1978
1212;Orden especial;1992
1213;Os outros feirantes;1989
1214;Osados;1997
1215;Oscamandit;1988
1216;Otras cosas;1981
1217;Otros pueblos;1983
1218;Paisajes con figuras;1976
1219;Palmarés;1976
1220;Panorama de actualidad;1998
1221;Para comerte mejor;1989
1222;Para Elisa;1993
1223;Para entendernos;1997
1224;Para toda la vida;1999
1225;Para tí... con Jacqueline de la Vega;1992
1226;Paral·lel;1997
1227;Paraísos cercanos;1997
1228;Parece mentira;1998
1229;Pares i fills;1994
1230;Parlamento;1980
1231;Parlamento;1985
1232;Partido contra la droga 1997;1997
1233;Pasa la vida;1991
1234;Pasacalle;1989
1235;Pasarela de estrelas;1995
1236;Pasen y Vean;1997
1237;Pasiño a pasiño;1993
1238;Patos y ocas;1981
1239;Patosos entre rejas;1998
1240;PC adictos;1997
1241;Pedralbes Centre;1995
1242;Pedro I, el Cruel;1989
1243;Peligrosamente juntas;1992
1244;Pelotas fuera;1996
1245;Pensando en ti;1991
1246;Pensión el patio;1989
1247;Pepa y Pepe;1995
1248;Pepe Carvalho;1999
1249;Peque prix;1998
1250;Per molts anys;1983
1251;Perdona nuestros pecados;1998
1252;Perdóname;1994
1253;Perfiles andaluces;1989
1254;Perfiles;1979
1255;Periodistas;1998
1256;Pero ¿esto qué es?;1989
1257;Personal i intransferible;1991
1258;Personatges;1977
1259;Persones humanes;1993
1260;Petra Delicado;1999
1261;Pili, secretaria ideal;1975
1262;Pin plus;1998
1263;Pinnic;1992
1264;Pista libre;1982
1265;Planeta de movidas;1994
1266;Planeta imaginari;1983
1267;Planta baja;1986
1268;Platos rotos;1985
1269;Plats bruts;1999
1270;Plató vacío;1986
1271;Plaza Alta;1998
1272;Pleitaguensam;1984
1273;Pluja destrelles;1993
1274;Plumier;1986
1275;Plàstic;1989
1276;Poble Nou;1994
1277;Polar;1999
1278;Polvo de estrellas;1990
1279;Polèmic;1992
1280;Ponte las pilas;1991
1281;Pop que;1984
1282;Pop-pop;1989
1283;Popgrama;1977
1284;Por arte de magia;1981
1285;Por fin solos;1995
1286;Por fin viernes;1989
1287;Por hablar que no quede;1995
1288;Por la escuadra;1999
1289;Por la mañana;1987
1290;Por los caminos del folklore;1976
1291;Por tierras lejanas;1981
1292;Por un puñado de euros;1999
1293;Portoverán;1989
1294;Positrón;1987
1295;Pratos combinados;1995
1296;Preescolar na casa;1990
1297;Preguntas y respuestas;1995
1298;Preparando ¿Qué apostamos?;1996
1299;Primer pla;1996
1300;Primer plano;1990
1301;Primera función;1989
1302;Primero izquierda;1991
1303;Prismas;1990
1304;Problem Child;1993
1305;Proceso a Mariana Pineda;1984
1306;Professor Poopsnagles Steam Zeppelin;1986
1307;Programa más o menos multiplicado o dividido;1996
1308;Prêt-à-porter;1993
1309;Próximamente;1982
1310;Puerta a la fama;1996
1311;Puerta con puerta;1999
1312;Puesta a punto;1983
1313;Punto de encuentro;1985
1314;Punto y aparte;1985
1315;Página de sucesos;1985
1316;Página del domingo;1975
1317;Páginas ocultas de la historia;1999
1318;Pájaro en una tormenta;1989
1319;Póker de damas;1999
1320;Quart segona;1991
1321;Que no decaiga;1995
1322;Que sabe nadie;1990
1323;Que usted lo mate bien;1979
1324;Queremos saber;1992
1325;Querida Carmen;1997
1326;Querida Concha;1992
1327;Querida familia;1995
1328;Querido cabaret;1990
1329;Querido maestro;1997
1330;Querido Pirulí;1988
1331;Queridos cómicos;1992
1332;Queridos padres;1992
1333;Qui ho diria!;1996
1334;Qui?;1990
1335;Quico;1992
1336;Quitxalla;1979
1337;Quién con quién;1999
1338;Quién da la vez;1995
1339;Quién sabe dónde;1992
1340;Quiéreme mucho;1992
1341;Quo Vadis?;1985
1342;Qué foi de...;1999
1343;Qué gente tan divertida;1991
1344;Qué loca peluquería;1996
1345;Qué memoria la mía;1996
1346;Qué pasó con;1995
1347;Quítate tú pa ponerme yo;1998
1348;Ramón y Cajal;1982
1349;Rasgos;1982
1350;Recordar, peligro de muerte;1986
1351;Recuerda cuándo;1987
1352;Redacción noche;1976
1353;Redacción;1990
1354;Redes;1996
1355;Reestreno;1982
1356;Refrescante 95;1995
1357;Refrito;1981
1358;Reporteiros;1996
1359;Retransmisión de Roland Garros;1990
1360;Retrat de dona;1982
1361;Retrato en vivo;1979
1362;Revistero;1975
1363;Ricos y famosos;1990
1364;Risas y estrellas;1997
1365;Roba neta, roba bruta;1986
1366;Rockambole;1989
1367;Rockopop;1988
1368;Rompecocos;1996
1369;Rosa;1995
1370;Rosa, la lluita;1996
1371;Rosa, punt i a part;1996
1372;Ruada;1985
1373;Ruta Quetzal;1993
1374;Ruy, el pequeño Cid;1980
1375;Ruïna total;1992
1376;Régimen abierto;1986
1377;Réquiem por Granada;1991
1378;S.O.S.;1988
1379;Sabadabada;1981
1380;Saber e xogar;1985
1381;Saber vivir;1997
1382;Saber y ganar;1997
1383;Sabor a Lolas;1992
1384;Sabor a ti;1991
1385;Sabor a tí;1998
1386;Sabor a verano;1999
1387;Sagas;1999
1388;Salsa verde;1996
1389;Sandokan;1992
1390;Saque bola;1989
1391;Sara y Punto;1990
1392;Se acabó la siesta;1992
1393;Se busca una estrella;1992
1394;Se busca;1995
1395;Secret Valley;1980
1396;Secretos de familia;1994
1397;Secretos de Hollywood;1999
1398;Secrets de família;1995
1399;Segunda enseñanza;1986
1400;Segundos fuera;1986
1401;Senda verde;1995
1402;Senderos de gloria;1999
1403;Sense títol 2;1996
1404;Sense títol amb Andreu Buenafuente;1995
1405;Sense títol, s/n;1998
1406;Serie negra;1994
1407;Setciències;1996
1408;Señales de identidad;1994
1409;Señor Alcalde;1998
1410;Si lencerto, lendevino;1995
1411;Si lo sé no vengo;1985
1412;Si yo fuera presidente;1983
1413;Sigue, sigue Plàstic;1991
1414;Silencio, se juega;1984
1415;Simplemente Mayra;1990
1416;Sin fronteras;1995
1417;Sin ir más lejos;1995
1418;Sin límites;1998
1419;Sin vergüenza;1992
1420;Sinceramente Ana Rosa Quintana;1997
1421;Sinceramente tuyo;1994
1422;Sitges;1996
1423;Sitio distinto;1990
1424;Situación de emergencia;1997
1425;Sketchup;1999
1426;Societat anònima;1998
1427;Sol destiu;1997
1428;Sola en la ciudad;1997
1429;Solvència contrastada;1996
1430;Som 1 meravella;1988
1431;Som-hi!;1983
1432;Sonatas;1983
1433;Sonrisas de España;1996
1434;Sonría, por favor;1996
1435;Sopa de gansos;1989
1436;Sorpresa, ¡Sorpresa!;1996
1437;Sota el signe de...;1999
1438;Spot TV;1997
1439;Sputnik;1989
1440;Story of O, the Series;1992
1441;Su media naranja;1990
1442;Su turno;1981
1443;Sucedió en Madrid;1993
1444;Suena la copla;1996
1445;Sumarísimo;1978
1446;Supercampió;1997
1447;Superguay;1991
1448;Supermarket;1992
1449;Supermartes;1992
1450;Superstar;1984
1451;Surti com surti;1997
1452;Sábado cine;1977
1453;Sábado noche;1987
1454;Sábado revista;1989
1455;Sí o què?;1994
1456;Sóc com sóc;1990
1457;Sólo goles;1994
1458;Sólo para mujeres;1997
1459;Súper juego;1992
1460;Ta tocao;1994
1461;Tablón de anuncios;1984
1462;Tal como somos;1990
1463;Tal como somos;1995
1464;Tal como somos;1996
1465;Tal como éramos;1998
1466;Tal cual;1988
1467;Tal cual;1992
1468;Taller de comèdies;1975
1469;Taller mecánico;1991
1470;Tan contentos;1991
1471;Tango;1992
1472;Tango;1997
1473;Tarde de teatro;1986
1474;Tarde Taina;1990
1475;Tardes con Ana;1998
1476;Tardes con Teresa;1994
1477;Tardes de verán;1998
1478;Tariro, tariro;1988
1479;Taxi;1994
1480;Teatre per a nois i noies;1983
1481;Teatro Club;1976
1482;Teatro estudio;1977
1483;Tele 5 ¿dígame?;1990
1484;Tele risa;1997
1485;Telebuten;1994
1486;Telecupón;1990
1487;Telegaseta de Catalunya;1984
1488;Telenoticias;1988
1489;Telepasión española;1990
1490;Teletienda;1990
1491;Telexornal;1985
1492;Temps de neu;1986
1493;Tendido cero;1986
1494;Tercera planta, inspección fiscal;1991
1495;Terenci a la fresca;1981
1496;Teresa de Jesús;1984
1497;Teresina, S.A.;1992
1498;Terra descudella;1976
1499;Tertulia con;1981
1500;Testigo directo;1994
1501;Teta;1987
1502;Thats English;1993
1503;The Buried Mirror;1994
1504;The Cobi Troupe;1992
1505;The Legend of Calamity Jane;1997
1506;The Three Bears;1999
1507;The Untouchables of Elliot Mouse;1996
1508;Tiempo de magia;1976
1509;Tiempo libre;1978
1510;Tiempos difíciles;1994
1511;Tierra, trágame;1999
1512;Tio Willy;1998
1513;Tocao del ala;1997
1514;Tocata;1983
1515;Todo basquet;1988
1516;Todo en familia;1999
1517;Todo motor;1989
1518;Todo nieve;1999
1519;Todo por la pasta;1993
1520;Todo queda en casa;1986
1521;Todo va bien;1993
1522;Todos a bordo;1998
1523;Todos los hombres sois iguales;1996
1524;Todos somos humanos;1996
1525;Toma nota;1998
1526;Tomates y pimientos;1999
1527;Tommy & Oscar;1999
1528;Toni Rovira y tú;1999
1529;Torneo;1976
1530;Tot i més;1982
1531;Tot per laudiència;1994
1532;Tot queda en família;1986
1533;Tot un senyor;1989
1534;TPH Club;1999
1535;Tras 3 tris;1994
1536;Trato hecho;1999
1537;Trazos;1977
1538;Tren de cercanías;1995
1539;Tres arquitecturas;1990
1540;Tres estrelles;1987
1541;Tres hijos para mí solo;1995
1542;Tres i lastròleg;1984
1543;Tres más una;1989
1544;Tres pics i repicó;1988
1545;Tres por catro;1987
1546;Tres senyores i un senyor;1993
1547;Tribuna internacional;1979
1548;Tribunal popular;1989
1549;Trilocos;1999
1550;Tripijocs;1984
1551;Tristeza de amor;1986
1552;Truhanes;1993
1553;Tskhovreba Don Kikhotisa da Sancho Panchosi;1988
1554;Turno de oficio;1986
1555;Turno de oficio: Diez años después;1996
1556;Tutti frutti;1990
1557;Téquele téquele;1997
1558;Tómbola;1997
1559;Un cesto lleno de libros;1989
1560;Un dia és un dia;1990
1561;Un día volveré;1993
1562;Un encargo original;1983
1563;Un jardinero en tu casa;1992
1564;Un menú de 7 estrellas;1998
1565;Un millán de cosas;1998
1566;Un millón de gracias;1995
1567;Un momento por favor;1994
1568;Un mundo para ellos;1979
1569;Un paseo por el tiempo;1995
1570;Un país de locos;1990
1571;Un país de sagitario;1985
1572;Un país en la mochila;1995
1573;Un país maravilloso;1999
1574;Un siglo de canciones;1999
1575;Un tomb per la vida;1993
1576;Una de dos;1998
1577;Una de tres;1994
1578;Una gloria nacional;1993
1579;Una hija más;1991
1580;Una història particular;1986
1581;Una nit amb Vittorio Gassman;1995
1582;Una pareja feliz;1994
1583;Una parella al vostre gust;1985
1584;Unha de romanos;1991
1585;Unisex;1994
1586;Uno más en la familia;1995
1587;Uno para todas;1995
1588;Usted, por ejemplo;1982
1589;Valor y coraje;1993
1590;Vamos a ver;1981
1591;Vaya fauna;1992
1592;Vaya lío;1997
1593;Vaya nochecita;1995
1594;Vaya tele;1994
1595;Vecinos;1994
1596;Velaí;1989
1597;Ven al Paralelo;1992
1598;Ven con nosotros;1995
1599;Venres show;1987
1600;Ver para creer;1999
1601;Veraneando;1993
1602;Veraneantes;1984
1603;Verano 830 pm magazine;1986
1604;Verano 90;1990
1605;Verano azul;1981
1606;Verano, verano;1999
1607;Verdad o mentira;1982
1608;Verde que te quiero verde;1995
1609;Veredicto;1994
1610;Versió directa;1991
1611;Versión española;1998
1612;Verán de estrelas;1992
1613;Via de estrellas;1999
1614;Viaje alrededor del cine español;1996
1615;Viaje con nosotros;1988
1616;Vida privada;1987
1617;Vida y sainete;1998
1618;Vides privades;1996
1619;Viento, madera y barro;1984
1620;Villa Rosaura;1994
1621;Villarriba y Villabajo;1994
1622;Vindrem a sopar;1990
1623;Vip Guay;1990
1624;VIP noche;1990
1625;Visións;1987
1626;Visperas;1987
1627;Visto y no visto;1982
1628;Viva el espectáculo;1990
1629;Viva la banda;1996
1630;Viva la ciencia;1990
1631;Viva la vida;1991
1632;Viva o domingo;1987
1633;Vivan los compis;1992
1634;Vivan los novios;1991
1635;Vive el verano;1999
1636;Vivi-lo mar;1995
1637;Vivir aquí;1988
1638;Vivir cada día;1978
1639;Vivir para ver;1977
1640;Vivir, vivir... que bonito;1992
1641;Viéndonos;1992
1642;Voces a 45;1975
1643;Voces sin voz;1981
1644;Vostede decide;1993
1645;Vostè jutja;1985
1646;Vostè mateix;1993
1647;Vostè pregunta;1977
1648;Vox populi;1994
1649;Vuelta y vuelta;1996
1650;Vértigo;1999
1651;Vídeos de primera;1990
1652;Vídua, però no gaire;1982
1653;Waku waku;1989
1654;Willy Fog 2;1993
1655;Xabarín Club TVG;1994
1656;Xat.TV;1999
1657;Xente nosa;1987
1658;Xifres i lletres;1998
1659;XII FIFA World Cup 1982;1982
1660;Xogando coas letras;1992
1661;Xooof!;1994
1662;Xuxa Park;1992
1663;Y ahora Encarna;1990
1664;Y sin embargo, te quiero;1983
1665;Ya empezamos;1997
1666;Ya semos europeos;1989
1667;Ya sé que tienes novio;1985
1668;Yo canto;1977
1669;Yo robo, tú chantajeas, ella estafa y además un muerto;1984
1670;Yo, una mujer;1996
1671;Yolanda: Daughter of the Black Corsair;1999
1672;Zigag diario;1995
1673;Zip zap;1997
1674;Zip-zap. La guía;1989
1675;Zon@7;1998
1676;Zona ACB;1993
1677;Zona de juego;1993
1678;Zona franca;1995
1679;¡Ay, Señor, Señor!;1994
1680;¡Clip, clip, ¡hurra!;1994
1681;¡Hola Raffaella!;1992
1682;¡Hola, mamá, soy yo!;1998
1683;¡Qué grande es el cine!;1995
1684;¡Qué grande es el teatro!;1999
1685;¡Qué me dices!;1995
1686;¡Qué noche la de aquel año!;1987
1687;¡Qué punto!;1999
1688;¡Vaya diablillos!;1995
1689;¡Vaya día!;1995
1690;¿Cómo lo hacen?;1994
1691;¿Cómo lo veis?;1994
1692;¿De parte de quién?;1993
1693;¿De qué parte estás?;1994
1694;¿Dónde se esconde Carmen Sandiego?;1995
1695;¿Para qué sirve un marido?;1997
1696;¿Quiere ser millonario?;1999
1697;¿Quién es quién?;1999
1698;¿Quién es?;1976
1699;¿Qué apostamos?;1993
1700;¿Qué pintamos aquí?;1985
1701;¿Se puede?;1993
1702;¿Un mundo feliz?;1981
1703;¿Y quién es él?;1994
1704;¿Y tú bailas?;1998
1705;¿Y tú de qué vas?;1993
1706;Àgora;1999
1707;Àngel Casas show;1984
1708;Àngels de nit;1996
1709;Á mañá;1994
1710;Ágora agora;1994
1711;Érase una vez la tele;1996
1712;Éste es mi barrio;1996
1713;Ímolo ver;1994
1714;Última frontera;1983
1715;Última hora;1977
1716;Últimas preguntas;1989
1717;Non, ou A Vã Glória de Mandar;1990
1718;O de amor;1995
1719;...del Flaubert que leíste un día gris;1997
1720;...Que ciento volando;1995
1721;...Y al tercer año, resucitó;1980
1722;100 aviones de papel;1987
1723;100% cubano;1993
1724;1002;1992
1725;127 millones libres de impuestos;1981
1726;1492: Conquest of Paradise;1992
1727;1891 voltios, cariño;1999
1728;1919, crónica del alba;1983
1729;2.0;1998
1730;2.30 A.M.;1988
1731;240;1998
1732;26 grados a la sombra;1997
1733;27 horas;1986
1734;40 ezetz;1999
1735;7 cabalgan hacia la muerte;1979
1736;7 calles;1981
1737;7 morts sur ordonnance;1975
1738;8 (Infinito);1998
1739;8, 9 y 10;1999
1740;98m/s²;1998
1741;99.9;1997
1742;A Business Affair;1994
1743;A ciegas;1997
1744;A contratiempo;1982
1745;A deshoras;1994
1746;A Further Gesture;1997
1747;A Grande viaxe;1996
1748;A Hora do té;1996
1749;A Ilha;1990
1750;A kien pueda interesar;1986
1751;A lombra del Kilimanjaro. La sabana equatorial;1985
1752;A la altura de los ojos;1988
1753;A la legión le gustan las mujeres... y a las mujeres, les gusta la legión;1976
1754;A la pálida luz de la luna;1985
1755;A los cuatro vientos;1987
1756;A los que aman;1998
1757;A metade da vida;1994
1758;A mi querida mamá;1978
1759;A mí quién me manda meterme en esto;1997
1760;A mí qué me importa que explote Miami;1976
1761;A pagar en destino;1999
1762;A repesca;1995
1763;A solas contigo;1990
1764;A Star Too Far;1993
1765;A tiro limpio;1996
1766;A todo tren;1995
1767;A un dios desconocido;1977
1768;A Violeta;1999
1769;Aberraciones sexuales de un diputado;1982
1770;Aberraciones sexuales de una mujer casada;1981
1771;Abierto (El eco del tiempo);1997
1772;Abono fértil;1998
1773;Abortar en Londres;1977
1774;Abran las puertas;1995
1775;Abre los ojos;1997
1776;Abuelitos;1999
1777;Abuelo, le secret de mon grand-père;1997
1778;Acampada;1998
1779;Acción mutante;1993
1780;Acosada;1985
1781;Acto de posesión;1977
1782;Actos Recíprocos;1997
1783;Actrius;1997
1784;Acueducto de Segovia;1985
1785;Adagio para una estrella;1978
1786;Adamo ed Eva, la prima storia damore;1983
1787;Adela;1987
1788;Adeus Princesa;1992
1789;Adiós Alicia;1977
1790;Adiós Naboelk;1995
1791;Adiós pequeña;1986
1792;Adiós prisión;1996
1793;Adiós Toby, adiós;1995
1794;Adiós, Eva, te quiero;1999
1795;Adiós, princesa;1999
1796;Adiós, querida mamá;1980
1797;Adiós, tiburón;1996
1798;Adolescencia;1982
1799;Adorables mentiras;1992
1800;Adosados;1996
1801;Adulterio a la española;1976
1802;Adulterio nacional;1982
1803;Adão e Eva;1995
1804;Afonía;1996
1805;Aftermath;1994
1806;Agata, les lectures ilimitades;1992
1807;Agobiado y distraído en un motel de carretera una calurosa noche de primavera con seis preguntas y tres muertos;1999
1808;Agujetas en el alma;1998
1809;Agulla Negra de Peuterey. Una catedral de roca en la vessant del Mont Blanc;1981
1810;Agur, agur;1978
1811;Agur, Txomin;1981
1812;Agurra;1996
1813;Agítese antes de usarla;1983
1814;Ah sì? E io lo dico a Zzzzorro!;1975
1815;Ahmed, el principe de la Alhambra;1998
1816;Ahora mis pistolas hablan;1986
1817;Ai man niu huo bing gong fu liang;1982
1818;Ainsi soient-elles;1995
1819;Airbag;1997
1820;Airiños;1976
1821;Així sacaba la vida i comencem a sobreviure;1981
1822;Això no és una pel·lícula;1991
1823;Ajoi;1999
1824;Akelarre;1984
1825;Akixo;1989
1826;Al acecho;1988
1827;Al Andalus;1989
1828;Al caer la tarde;1998
1829;Al cielo de Madrid;1981
1830;Al este del oeste;1984
1831;Al filo del hacha;1988
1832;Al fin solos, pero...;1977
1833;Al final del riu;1999
1834;Al fútbol;1975
1835;Al lado del Atlas;1994
1836;Al límite;1997
1837;Al margen;1999
1838;Al Mayurka;1980
1839;Al oeste de Río Grande;1983
1840;Al otro lado del túnel;1994
1841;Al servicio de la mujer española;1978
1842;Al sur de Gran Canaria;1976
1843;Al sur del edén;1982
1844;Al-Andalus: las artes islámicas en España;1992
1845;Alarde de San Marcial;1975
1846;Alas de mariposa;1991
1847;Alaska-McKinley 6.194 meters. La muntanya polar;1987
1848;Alcalde por elección;1976
1849;Alcamir;1983
1850;Alcoy;1976
1851;Alegre ma non troppo;1994
1852;Alejandra, mon amour;1979
1853;Alfombras de Crevillente;1975
1854;Alfonso Sánchez;1980
1855;Algo así;1977
1856;Alias La Gringa;1991
1857;Alice et Martin;1998
1858;Alicia;1994
1859;Alicia en la España de las maravillas;1979
1860;Alien Predator;1985
1861;Allanamiento de morada;1998
1862;Alma gitana;1996
1863;Alsasua 1936;1994
1864;Alto Tajo;1976
1865;Alvaro, mi niño;1994
1866;Always Clara;1997
1867;Alya;1997
1868;Al·lèrgic Film;1986
1869;Ama Dablam. La muntanya sagrada dels Xerpes;1981
1870;Amanece como puedas;1988
1871;Amanece, que no es poco;1989
1872;Amaneció de golpe;1998
1873;Amantes;1991
1874;Amarga amargura;1986
1875;Ambiciosa;1976
1876;Amelia Lópes ONeill;1991
1877;Amic/Amat;1999
1878;Amigo;1980
1879;Amigos;1998
1880;Amo tu cama rica;1992
1881;Amor casi... libre;1976
1882;Amor de hombre;1997
1883;Amor de madre;1999
1884;Amor digital;1996
1885;Amor e Dedinhos de Pé;1992
1886;Amor en off;1992
1887;Amor propio;1994
1888;Amor serrano;1999
1889;Amore vuol dir gelosia;1975
1890;Amore, piombo e furore;1978
1891;Amores que matan;1996
1892;América;1991
1893;Ana manuscrito;1980
1894;Ana y los Davis;1994
1895;Ancien Regim;1994
1896;Andaduras de Don Quijote (La Mancha IV);1978
1897;Andalucía chica;1988
1898;Ander Eta Yul;1988
1899;Andrea;1996
1900;Andrologia;1998
1901;Andújar y su Virgen de la Cabeza;1981
1902;Angel;1999
1903;Angelitos;1993
1904;Angustia;1987
1905;Animales devoradores: El hombre;1997
1906;Animales racionales;1983
1907;Animarathon;1984
1908;Animia de cariño;1996
1909;Aniversario;1996
1910;Anta mujer;1976
1911;Antes del beso;1993
1912;Antisalmo;1976
1913;Antonieta;1982
1914;Antonio, Jorge y Luís;1998
1915;Antártida;1995
1916;Apaga... y vámonos;1981
1917;Apocalipsis sexual;1982
1918;Apocalypse domani;1980
1919;Aquarium;1975
1920;Aquel ritmillo;1995
1921;Aquella casa en las afueras;1980
1922;Aquellas Navidades;1997
1923;Aquesta nit o mai;1992
1924;Aquí hacemos los sueños realidad;1995
1925;Aquí huele a muerto... (¡pues yo no he sido!);1990
1926;Aquí llega Condemor, el pecador de la pradera;1996
1927;Aquí, el que no corre... vuela;1992
1928;Araña y cierra España;1976
1929;Argeles;1978
1930;Armada 76;1978
1931;Arquitectura en la Costa del Sol;1976
1932;Arquitectura para después de una guerra;1978
1933;Arrebato;1980
1934;Arrebatos;1998
1935;Arri, arri;1976
1936;Arriba Hazaña;1978
1937;Arrivederci Roma;1990
1938;Ars;1998
1939;Arte actual U.S.A.;1978
1940;Arte de agricultura;1976
1941;Arte del tejido en el antiguo Perú;1976
1942;Arte precolombino en el Perú;1976
1943;Artesanos;1976
1944;Arturo Gámez;1993
1945;Arturo y el abismo;1991
1946;As aventuras do capitán Hixiénico;1992
1947;As xoias da señora Bianconero;1994
1948;Asaltar los cielos;1999
1949;Asalto a las tullerías;1980
1950;Asalto al Banco Central;1983
1951;Asalto al casino;1981
1952;Asamblea Nacional de Turismo;1975
1953;Ascendente;1999
1954;Ascensor;1978
1955;Asesinato en el Comité Central;1982
1956;Asesino, asesino;1999
1957;Asia: Terra isolita;1977
1958;Asignatura aprobada;1987
1959;Asignatura pendiente;1977
1960;Asturias, sus gentes, sus cosas;1975
1961;Asturias, sus gentes, sus cosas: La mar;1975
1962;Asunto interno;1996
1963;Así como habían sido;1987
1964;Así en el cielo como en la tierra;1995
1965;Así es la vida;1976
1966;Atacadas;1995
1967;Atapuerca: El misterio de la evolución humana;1997
1968;Ataque verbal;1999
1969;Atascos, S.A.;1998
1970;Ataxia;1991
1971;Atilano, presidente;1998
1972;Atlántico Express;1993
1973;Atlántida (El mundo de Manuel de Falla II);1978
1974;Atolladero;1995
1975;Atraco a sexo armado;1980
1976;Atraco en la jungla;1976
